lemma,definition,lila_id,synset_id,sem_type,lexemes_pt,own_pt_gloss,argumentSet
uox,a systematic means of communicating by the use of sounds or conventional symbols,lilaLemma:130806,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=06282651-n"" target=""_blank"">06282651-n</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;discurso, idioma, linguagem, língua<br>",,
ago,speak with others about (something); talk (something) over in detail; have a discussion,lilaLemma:88140,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00813978-v"" target=""_blank"">00813978-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,<small><small>lexemas:</small></small>&ensp;discutir<br>,<small><small>conceito:</small>&ensp;falar com os outros sobre (algo); falar (algo) com mais em detalhe; ter uma discussão</small><br>,"<small><small>valências:&ensp;[ACT,PAT,REG] ou [ACMP,ACT,PAT] ou [ACT,PAT] ou [ACMP,ACT,REG] ou [ACT] ou [ACT,ADDR,PAT] ou [ACMP,ACT]</small></small><br>"
pono,give up what is not strictly needed,lilaLemma:118414,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02345647-v"" target=""_blank"">02345647-v</a></small></small><br>",<small><small>categoria:&ensp;posse</small></small><br>,"<small><small>lexemas:</small></small>&ensp;dispensar, doar<br>",<small><small>conceito:</small>&ensp;doar o que não é estritamente necessário</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
fero,make receptive or willing towards an action or attitude or belief,lilaLemma:103126,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00680841-v"" target=""_blank"">00680841-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;dispor, inclinar, predispor<br>",<small><small>conceito:</small>&ensp;fazer receptivo ou disposto no sentido de uma ação ou atitude ou crença</small><br>,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,EFF,PAT]</small></small><br>"
habeo,be able to spare or give up,lilaLemma:105044,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01192628-v"" target=""_blank"">01192628-v</a></small></small><br>",<small><small>categoria:&ensp;consumo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;dispor, poder<br>",<small><small>conceito:</small>&ensp;ser capaz de ceder ou entregar</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
natura,your usual mood,lilaLemma:113421,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=04623612-n"" target=""_blank"">04623612-n</a></small></small><br>",<small><small>categoria:&ensp;atributo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;disposição, temperamento<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
uox,a word or phrase that particular people use in particular situations,lilaLemma:130806,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=07151380-n"" target=""_blank"">07151380-n</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;ditado, dizer, expressão, idioma, locução, provérbio<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
fero,impose something unpleasant,lilaLemma:103126,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00748282-v"" target=""_blank"">00748282-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;ditar, impor, infligir<br>",<small><small>conceito:</small>&ensp;impor algo desagradável</small><br>,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,ADDR] ou [ACT,ADDR,PAT] ou [ACT,PAT,BEN]</small></small><br>"
inquam,communicate or express nonverbally,lilaLemma:108033,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00928959-v"" target=""_blank"">00928959-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;dizer, expressar, falar<br>",<small><small>conceito:</small>&ensp;comunicar ou expressar de forma não verbal</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
dico,utter aloud,lilaLemma:99302,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00979870-v"" target=""_blank"">00979870-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;dizer, falar<br>",<small><small>conceito:</small>&ensp;expressar em voz alta</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
dico,use language,lilaLemma:99302,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00963570-v"" target=""_blank"">00963570-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;dizer, falar, usar a lingua<br>",<small><small>conceito:</small>&ensp;uso da linguagem</small><br>,"<small><small>valências:&ensp;[ACT] ou [ACT,PAT]</small></small><br>"
dico,recite or repeat a fixed text,lilaLemma:99302,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00945499-v"" target=""_blank"">00945499-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;dizer, recitar<br>",<small><small>conceito:</small>&ensp;Recitar ou repetir um texto fixo</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
credo,express a supposition,lilaLemma:96881,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00917300-v"" target=""_blank"">00917300-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;dizer, supor<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
puto,express a supposition,lilaLemma:120610,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00917300-v"" target=""_blank"">00917300-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;dizer, supor<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
bonum,natural abilities or qualities,lilaLemma:91351,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05624042-n"" target=""_blank"">05624042-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;dom, talento<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
natura,natural abilities or qualities,lilaLemma:113421,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05624042-n"" target=""_blank"">05624042-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;dom, talento<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
cognosco,be or become completely proficient or skilled in,lilaLemma:94738,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00597634-v"" target=""_blank"">00597634-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>lexemas:</small></small>&ensp;dominar<br>,<small><small>conceito:</small>&ensp;ser ou tornar-se completamente proficiente ou especialista em</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
uinco,"make subordinate, dependent, or subservient",lilaLemma:130232,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00579712-v"" target=""_blank"">00579712-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>lexemas:</small></small>&ensp;dominar, subordinar, subjugar, submeter<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,ADDR,PAT]</small></small><br>"
imperium,a domain in which something is dominant,lilaLemma:106532,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=14514805-n"" target=""_blank"">14514805-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,<small><small>lexemas:</small></small>&ensp;domínio<br>,,
imperium,dominance or power through legal authority,lilaLemma:106532,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=14442933-n"" target=""_blank"">14442933-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,<small><small>lexemas:</small></small>&ensp;domínio<br>,,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
lex,dominance or power through legal authority,lilaLemma:110351,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=14442933-n"" target=""_blank"">14442933-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,<small><small>lexemas:</small></small>&ensp;domínio<br>,,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
dominus,(law) someone who owns (is legal possessor of) a business,lilaLemma:98084,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=10388924-n"" target=""_blank"">10388924-n</a></small></small><br>",<small><small>categoria:&ensp;pessoa</small></small><br>,"<small><small>lexemas:</small></small>&ensp;dono, proprietário<br>",<small><small>conceito:</small>&ensp;(lei) alguém que é dono (é o proprietário legal) de um negócio</small><br>,<small><small>valências:&ensp;[PAT]</small></small><br>
deinde,from this time forth; from now on,lilaLemma:98386,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00032863-r"" target=""_blank"">00032863-r</a></small></small><br>",,"<small><small>lexemas:</small></small>&ensp;doravante, de agora em diante, a partir de agora<br>",,
uita,the period during which something is functional (as between birth and death),lilaLemma:130393,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=15140405-n"" target=""_blank"">15140405-n</a></small></small><br>",<small><small>categoria:&ensp;tempo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;duração de uma vida, vida<br>",,
dies,the period during which something is functional (as between birth and death),lilaLemma:99334,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=15140405-n"" target=""_blank"">15140405-n</a></small></small><br>",<small><small>categoria:&ensp;tempo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;duração de uma vida, vida<br>",,
teneo,allow to remain in a place or position or maintain a property or feature,lilaLemma:127822,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02410175-v"" target=""_blank"">02410175-v</a></small></small><br>",<small><small>categoria:&ensp;relação social</small></small><br>,"<small><small>lexemas:</small></small>&ensp;durar, prolongar-se<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
corpus,a thing constructed; a complex entity constructed of many parts,lilaLemma:96667,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=04341686-n"" target=""_blank"">04341686-n</a></small></small><br>",<small><small>categoria:&ensp;artefato</small></small><br>,"<small><small>lexemas:</small></small>&ensp;edifício, estrutura, tecido<br>",,"<small><small>valências:&ensp;[ACT,MANN,PAT] ou [ACT,PAT]</small></small><br>"
domus,a structure that has a roof and walls and stands more or less permanently in one place,lilaLemma:100071,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02913152-n"" target=""_blank"">02913152-n</a></small></small><br>",<small><small>categoria:&ensp;artefato</small></small><br>,"<small><small>lexemas:</small></small>&ensp;edifício, prédio<br>",,
primus,of or being the essential or basic part,lilaLemma:119498,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01856238-s"" target=""_blank"">01856238-s</a></small></small><br>",,"<small><small>lexemas:</small></small>&ensp;elementar, rudimentar<br>",,
natura,any of the more than 100 known substances (of which 92 occur naturally) that cannot be separated into simpler substances and that singly or in combination constitute all matter,lilaLemma:113421,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=14622893-n"" target=""_blank"">14622893-n</a></small></small><br>",<small><small>categoria:&ensp;substância</small></small><br>,<small><small>lexemas:</small></small>&ensp;elemento químico<br>,<small><small>conceito:</small>&ensp;qualquer uma das mais de 100 substâncias conhecidas (das quais 92 ocorrem naturalmente) que não podem ser separadas em substâncias mais simples e que constituem isoladamente ou em combinação toda a matéria</small><br>,
fero,raise in rank or condition,lilaLemma:103126,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00544549-v"" target=""_blank"">00544549-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>lexemas:</small></small>&ensp;elevar<br>,,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,DIR3] ou [ACT]</small></small><br>"
facio,be in a state of action,lilaLemma:102758,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00014549-v"" target=""_blank"">00014549-v</a></small></small><br>",<small><small>categoria:&ensp;corpo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;em atividade, se movimentando, mover<br>",<small><small>conceito:</small>&ensp;estar em um estado de ação</small><br>,<small><small>valências:&ensp;[ACT]</small></small><br>
ita,(used to introduce a logical conclusion) from that fact or reason or as a result,lilaLemma:109126,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00043003-r"" target=""_blank"">00043003-r</a></small></small><br>",,"<small><small>lexemas:</small></small>&ensp;em vista disso, por este motivo, consequentemente, dessa forma, por isto, de tal modo, desse jeito, portanto, assim sendo, assim, daqui<br>",,<small><small>valências:&ensp;[PAT]</small></small><br>
itaque,(used to introduce a logical conclusion) from that fact or reason or as a result,lilaLemma:109129,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00043003-r"" target=""_blank"">00043003-r</a></small></small><br>",,"<small><small>lexemas:</small></small>&ensp;em vista disso, por este motivo, consequentemente, dessa forma, por isto, de tal modo, desse jeito, portanto, assim sendo, assim, daqui<br>",,<small><small>valências:&ensp;[PAT]</small></small><br>
do,express audibly; utter sounds (not necessarily words),lilaLemma:99970,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00983824-v"" target=""_blank"">00983824-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;emitir, soltar<br>",<small><small>conceito:</small>&ensp;expressar de forma audível; emitir sons (não necessariamente palavras)</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
facio,express audibly; utter sounds (not necessarily words),lilaLemma:102758,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00983824-v"" target=""_blank"">00983824-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;emitir, soltar<br>",<small><small>conceito:</small>&ensp;expressar de forma audível; emitir sons (não necessariamente palavras)</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
mitto,express audibly; utter sounds (not necessarily words),lilaLemma:112499,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00983824-v"" target=""_blank"">00983824-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;emitir, soltar<br>",<small><small>conceito:</small>&ensp;expressar de forma audível; emitir sons (não necessariamente palavras)</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
animus,the experiencing of affective and emotional states,lilaLemma:89094,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00026192-n"" target=""_blank"">00026192-n</a></small></small><br>",,"<small><small>lexemas:</small></small>&ensp;emoção, impressão, sentimento<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
capio,enter upon an activity or enterprise,lilaLemma:92686,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01651293-v"" target=""_blank"">01651293-v</a></small></small><br>",<small><small>categoria:&ensp;criação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;empreender, tentar<br>",<small><small>conceito:</small>&ensp;Começar uma atividade ou projeto</small><br>,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT]</small></small><br>"
do,give temporarily; let have for a limited time,lilaLemma:99970,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02324182-v"" target=""_blank"">02324182-v</a></small></small><br>",<small><small>categoria:&ensp;posse</small></small><br>,"<small><small>lexemas:</small></small>&ensp;emprestar, prestar<br>",,"<small><small>valências:&ensp;[ACT,ADDR,PAT] ou [ACT,PAT,ADDR] ou [ACT,PAT] ou [ACT,PAT,LOC]</small></small><br>"
nomen,a line of text serving to indicate what the passage below it is about,lilaLemma:113797,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=06343971-n"" target=""_blank"">06343971-n</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,<small><small>lexemas:</small></small>&ensp;encabeçamento<br>,,
capio,hold spellbound,lilaLemma:92686,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01817314-v"" target=""_blank"">01817314-v</a></small></small><br>",<small><small>categoria:&ensp;emoção</small></small><br>,<small><small>lexemas:</small></small>&ensp;encantar<br>,,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
uideo,perceive or be contemporaneous with,lilaLemma:130163,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02128873-v"" target=""_blank"">02128873-v</a></small></small><br>",<small><small>categoria:&ensp;percepção</small></small><br>,"<small><small>lexemas:</small></small>&ensp;encontrar, ver<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
pono,compel to behave in a certain way,lilaLemma:118414,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02560424-v"" target=""_blank"">02560424-v</a></small></small><br>",<small><small>categoria:&ensp;relação social</small></small><br>,"<small><small>lexemas:</small></small>&ensp;enforçar, impor, obrigar<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,ADDR] ou [ACT,EFF,PAT] ou [ACT,PAT,EFF]</small></small><br>"
scribo,join the military,lilaLemma:123840,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01097192-v"" target=""_blank"">01097192-v</a></small></small><br>",<small><small>categoria:&ensp;competição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;engajar-se, alistar-se, alistar<br>",<small><small>conceito:</small>&ensp;juntar-se as forças armadas</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
capio,be false to; be dishonest with,lilaLemma:92686,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02575082-v"" target=""_blank"">02575082-v</a></small></small><br>",<small><small>categoria:&ensp;relação social</small></small><br>,"<small><small>lexemas:</small></small>&ensp;enganar, iludir, lograr<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,ADDR] ou [ACT] ou [ACT,ADDR,PAT]</small></small><br>"
periculum,trying something to find out about it,lilaLemma:116930,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05799212-n"" target=""_blank"">05799212-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;ensaio, experiência, prova<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
accipio,believe to be the case,lilaLemma:87119,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00593522-v"" target=""_blank"">00593522-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;entender, inferir<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,ORIG,PAT]</small></small><br>"
audio,make sense of a language,lilaLemma:90641,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00593852-v"" target=""_blank"">00593852-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;entender, interpretar, traduzir<br>",<small><small>conceito:</small>&ensp;entender uma lingua</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
animus,the capacity for rational thought or inference or discrimination,lilaLemma:89094,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05651680-n"" target=""_blank"">05651680-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;entendimento, inteligência, razão<br>",,"<small><small>valências:&ensp;[PAT] ou [ACT,PAT] ou [ACT]</small></small><br>"
causa,the capacity for rational thought or inference or discrimination,lilaLemma:93253,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05651680-n"" target=""_blank"">05651680-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;entendimento, inteligência, razão<br>",,"<small><small>valências:&ensp;[PAT] ou [ACT,PAT] ou [ACT]</small></small><br>"
pono,place in a grave or tomb,lilaLemma:118414,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02456493-v"" target=""_blank"">02456493-v</a></small></small><br>",<small><small>categoria:&ensp;relação social</small></small><br>,"<small><small>lexemas:</small></small>&ensp;enterrar, sepultar, soterrar<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
eo,to come or go into,lilaLemma:101183,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02016523-v"" target=""_blank"">02016523-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>lexemas:</small></small>&ensp;entrar<br>,,"<small><small>valências:&ensp;[ACT,LOC] ou [ACT,DIR3] ou [ACT,PAT]</small></small><br>"
credo,put into the care or protection of someone,lilaLemma:96881,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02356230-v"" target=""_blank"">02356230-v</a></small></small><br>",<small><small>categoria:&ensp;posse</small></small><br>,<small><small>lexemas:</small></small>&ensp;entregar<br>,,"<small><small>valências:&ensp;[ACT,ADDR,PAT] ou [ACT,PAT] ou [ACT,PAT,ADDR]</small></small><br>"
amicus,an ardent and enthusiastic supporter of some person or activity,lilaLemma:88684,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=10059582-n"" target=""_blank"">10059582-n</a></small></small><br>",<small><small>categoria:&ensp;pessoa</small></small><br>,"<small><small>lexemas:</small></small>&ensp;entusiasta, partidário<br>",,<small><small>valências:&ensp;[PAT]</small></small><br>
uox,the use of uttered sounds for auditory communication,lilaLemma:130806,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=07109847-n"" target=""_blank"">07109847-n</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;enunciado, expressão, vocalização<br>",<small><small>conceito:</small>&ensp;O uso de sons demitidos para comunicação auditiva</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
mitto,transfer to another,lilaLemma:112499,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02231661-v"" target=""_blank"">02231661-v</a></small></small><br>",<small><small>categoria:&ensp;posse</small></small><br>,<small><small>lexemas:</small></small>&ensp;enviar<br>,,"<small><small>valências:&ensp;[ACT,PAT,ADDR] ou [ACT,ADDR,PAT] ou [ACT,PAT,DIR1,DIR3]</small></small><br>"
mitto,cause to go somewhere,lilaLemma:112499,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01951480-v"" target=""_blank"">01951480-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>lexemas:</small></small>&ensp;enviar, lançar<br>",,"<small><small>valências:&ensp;[ACT,DIR3,PAT] ou [ACT,PAT,ADDR] ou [ACT,PAT,DIR3]</small></small><br>"
mitto,cause to be directed or transmitted to another place,lilaLemma:112499,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01031256-v"" target=""_blank"">01031256-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;enviar, mandar<br>",<small><small>conceito:</small>&ensp;causa de ser dirigido ou transmitido para outro lugar</small><br>,"<small><small>valências:&ensp;[ACT,DIR3,PAT]</small></small><br>"
uideo,perceive by sight or have the power to perceive by sight,lilaLemma:130163,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02129289-v"" target=""_blank"">02129289-v</a></small></small><br>",<small><small>categoria:&ensp;percepção</small></small><br>,"<small><small>lexemas:</small></small>&ensp;enxergar, olhar, ver<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
bonum,conformity with rules or standards,lilaLemma:91351,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=04839154-n"" target=""_blank"">04839154-n</a></small></small><br>",<small><small>categoria:&ensp;atributo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;equanimidade, eqüidade, justiça<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT]</small></small><br>"
sum,be identical or equivalent to,lilaLemma:126689,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02664769-v"" target=""_blank"">02664769-v</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;equivaler, igualar<br>",,"<small><small>valências:&ensp;[ACT,ADDR] ou [ACT]</small></small><br>"
dies,an indefinite period (usually marked by specific attributes or activities),lilaLemma:99334,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=15122231-n"" target=""_blank"">15122231-n</a></small></small><br>",<small><small>categoria:&ensp;tempo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;era, momento, período, tempo, época<br>",,
tempus,an indefinite period (usually marked by specific attributes or activities),lilaLemma:127522,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=15122231-n"" target=""_blank"">15122231-n</a></small></small><br>",<small><small>categoria:&ensp;tempo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;era, momento, período, tempo, época<br>",,
capio,see fit or proper to act in a certain way; decide to act in a certain way,lilaLemma:92686,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00679937-v"" target=""_blank"">00679937-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>lexemas:</small></small>&ensp;escolher<br>,,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
capio,"pick out, select, or choose from a number of alternatives",lilaLemma:92686,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00674607-v"" target=""_blank"">00674607-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;escolher, seleccionar, selecionar<br>","<small><small>conceito:</small>&ensp;escolher, selecionar de um numero de alternativas</small><br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,ADDR,PAT] ou [ACT,DIR1,PAT]</small></small><br>"
eo,move or progress freely as if in a stream,lilaLemma:101183,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02066510-v"" target=""_blank"">02066510-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>lexemas:</small></small>&ensp;escorrer, fluir<br>",,"<small><small>valências:&ensp;[ACT,DIR3,PAT] ou [ACT] ou [ACT,DIR3] ou [ACT,DIR1,DIR3]</small></small><br>"
