lemma,definition,lila_id,synset_id,sem_type,lexemes_pt,own_pt_gloss,argumentSet
modus,how much there is or how many there are of something that you can quantify,lilaLemma:112553,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00033615-n"" target=""_blank"">00033615-n</a></small></small><br>",,"<small><small>lexemas:</small></small>&ensp;medida, quantia, quantidade, quantitativo<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [MAT] ou [ACT,MAT] ou [ACT]</small></small><br>"
modus,rhythm as given by division into parts of equal duration,lilaLemma:112553,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=04991738-n"" target=""_blank"">04991738-n</a></small></small><br>",<small><small>categoria:&ensp;atributo</small></small><br>,<small><small>lexemas:</small></small>&ensp;medidor<br>,,
tempus,rhythm as given by division into parts of equal duration,lilaLemma:127522,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=04991738-n"" target=""_blank"">04991738-n</a></small></small><br>",<small><small>categoria:&ensp;atributo</small></small><br>,<small><small>lexemas:</small></small>&ensp;medidor<br>,,
modus,the perception of pleasant arrangements of musical notes,lilaLemma:112553,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05711915-n"" target=""_blank"">05711915-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>lexemas:</small></small>&ensp;melodia<br>,,
pars,one of the persons who compose a social group (especially individuals who have joined and participate in a group organization),lilaLemma:116084,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=10307234-n"" target=""_blank"">10307234-n</a></small></small><br>",<small><small>categoria:&ensp;pessoa</small></small><br>,<small><small>lexemas:</small></small>&ensp;membro<br>,,<small><small>valências:&ensp;[MAT]</small></small><br>
animus,the cognitive processes whereby past experience is remembered,lilaLemma:89094,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05760202-n"" target=""_blank"">05760202-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>lexemas:</small></small>&ensp;memória<br>,,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
animus,recall or remembrance,lilaLemma:89094,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05762149-n"" target=""_blank"">05762149-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>lexemas:</small></small>&ensp;memória<br>,,
dico,intend to refer to,lilaLemma:99302,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00730052-v"" target=""_blank"">00730052-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;mencionar, referir<br>","<small><small>conceito:</small>&ensp;ter em mente, se referir a</small><br>","<small><small>valências:&ensp;[ACT,REG] ou [ACT,PAT]</small></small><br>"
filius,a child who is male,lilaLemma:103307,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=10285938-n"" target=""_blank"">10285938-n</a></small></small><br>",<small><small>categoria:&ensp;pessoa</small></small><br>,"<small><small>lexemas:</small></small>&ensp;menino, rapaz<br>",,
uirtus,any admirable quality or attribute,lilaLemma:130356,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05138958-n"" target=""_blank"">05138958-n</a></small></small><br>",<small><small>categoria:&ensp;atributo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;merecimento, mérito, virtude<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT]</small></small><br>"
mitto,drop steeply,lilaLemma:112499,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01967373-v"" target=""_blank"">01967373-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>lexemas:</small></small>&ensp;mergulhar<br>,,"<small><small>valências:&ensp;[ACT,DIR3,PAT]</small></small><br>"
genus,"a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)",lilaLemma:104504,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05660268-n"" target=""_blank"">05660268-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;Método, metodo, método, métodos, técnica<br>",,
modus,"a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)",lilaLemma:112553,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05660268-n"" target=""_blank"">05660268-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;Método, metodo, método, métodos, técnica<br>",,
ciuitas,people living in a large densely populated municipality,lilaLemma:94400,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08226335-n"" target=""_blank"">08226335-n</a></small></small><br>",<small><small>categoria:&ensp;grupo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;metrópoles, cidade, metrópole<br>",,
urbs,people living in a large densely populated municipality,lilaLemma:130822,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08226335-n"" target=""_blank"">08226335-n</a></small></small><br>",<small><small>categoria:&ensp;grupo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;metrópoles, cidade, metrópole<br>",,
homo,someone who serves in the armed forces; a member of a military force,lilaLemma:105624,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=10582746-n"" target=""_blank"">10582746-n</a></small></small><br>",<small><small>categoria:&ensp;pessoa</small></small><br>,<small><small>lexemas:</small></small>&ensp;militar<br>,,<small><small>valências:&ensp;[ACT]</small></small><br>
miles,an enlisted man or woman who serves in an army,lilaLemma:112318,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=10622053-n"" target=""_blank"">10622053-n</a></small></small><br>",<small><small>categoria:&ensp;pessoa</small></small><br>,"<small><small>lexemas:</small></small>&ensp;militar, soldado<br>",,<small><small>valências:&ensp;[ACMP] ou [ACT]</small></small><br>
modus,verb inflections that express how the action or state is conceived by the speaker,lilaLemma:112553,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=13801424-n"" target=""_blank"">13801424-n</a></small></small><br>",<small><small>categoria:&ensp;relação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;modalidade, modo<br>",,
modus,quality of being moderate and avoiding extremes,lilaLemma:112553,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05117660-n"" target=""_blank"">05117660-n</a></small></small><br>",<small><small>categoria:&ensp;atributo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;moderação, temperança<br>",,<small><small>valências:&ensp;[ACT]</small></small><br>
populus,a large number of things or people considered together,lilaLemma:118463,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08182379-n"" target=""_blank"">08182379-n</a></small></small><br>",<small><small>categoria:&ensp;grupo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;montão, multidão, turba<br>",,"<small><small>valências:&ensp;[ACT] ou [MAT] ou [ACT,PAT]</small></small><br>"
mos,motivation based on ideas of right and wrong,lilaLemma:112831,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=09183693-n"" target=""_blank"">09183693-n</a></small></small><br>",<small><small>categoria:&ensp;motivo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;morais, moral, moralidade, ética<br>",,<small><small>valências:&ensp;[ACT]</small></small><br>
habeo,live (in a certain place),lilaLemma:105044,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02648639-v"" target=""_blank"">02648639-v</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;morar, ocupar, residir, viver<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,LOC] ou [ACT]</small></small><br>"
mors,the time at which life ends; continuing until dead,lilaLemma:112807,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=15143276-n"" target=""_blank"">15143276-n</a></small></small><br>",<small><small>categoria:&ensp;tempo</small></small><br>,<small><small>lexemas:</small></small>&ensp;morte<br>,,<small><small>valências:&ensp;[ACT]</small></small><br>
mors,the permanent end of all life functions in an organism or part of an organism,lilaLemma:112807,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=11444117-n"" target=""_blank"">11444117-n</a></small></small><br>",<small><small>categoria:&ensp;fenômeno</small></small><br>,<small><small>lexemas:</small></small>&ensp;morte<br>,,"<small><small>valências:&ensp;[ACT] ou [ACT,PAT]</small></small><br>"
mors,the absence of life or state of being dead,lilaLemma:112807,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=13962498-n"" target=""_blank"">13962498-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,<small><small>lexemas:</small></small>&ensp;morte<br>,,<small><small>valências:&ensp;[ACT]</small></small><br>
mors,the personification of death,lilaLemma:112807,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=09488259-n"" target=""_blank"">09488259-n</a></small></small><br>",<small><small>categoria:&ensp;pessoa</small></small><br>,<small><small>lexemas:</small></small>&ensp;Morte<br>,,
fero,bring out for display,lilaLemma:103126,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02141146-v"" target=""_blank"">02141146-v</a></small></small><br>",<small><small>categoria:&ensp;percepção</small></small><br>,<small><small>lexemas:</small></small>&ensp;mostrar<br>,,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
causa,a theme that is repeated or elaborated in a piece of music,lilaLemma:93253,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=07029682-n"" target=""_blank"">07029682-n</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,<small><small>lexemas:</small></small>&ensp;motivo<br>,,<small><small>valências:&ensp;[PAT]</small></small><br>
hinc,to the degree or extent that,lilaLemma:105454,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00098959-r"" target=""_blank"">00098959-r</a></small></small><br>",,"<small><small>lexemas:</small></small>&ensp;na medida em que, na medida que, tanto quanto<br>",,<small><small>valências:&ensp;[PAT] ou [DIR3] ou [TWHEN]</small></small><br>
ita,to the degree or extent that,lilaLemma:109126,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00098959-r"" target=""_blank"">00098959-r</a></small></small><br>",,"<small><small>lexemas:</small></small>&ensp;na medida em que, na medida que, tanto quanto<br>",,<small><small>valências:&ensp;[PAT] ou [DIR3] ou [TWHEN]</small></small><br>
ciuitas,a politically organized body of people under a single government,lilaLemma:94400,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08168978-n"" target=""_blank"">08168978-n</a></small></small><br>",<small><small>categoria:&ensp;grupo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;nação, país, república<br>",,<small><small>valências:&ensp;[MAT]</small></small><br>
populus,a politically organized body of people under a single government,lilaLemma:118463,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08168978-n"" target=""_blank"">08168978-n</a></small></small><br>",<small><small>categoria:&ensp;grupo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;nação, país, república<br>",,<small><small>valências:&ensp;[MAT]</small></small><br>
ciuitas,the territory occupied by a nation,lilaLemma:94400,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08544813-n"" target=""_blank"">08544813-n</a></small></small><br>",<small><small>categoria:&ensp;lugar</small></small><br>,"<small><small>lexemas:</small></small>&ensp;nação, país, terra<br>",,
nec,negation of a word or group of words,lilaLemma:113512,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00024073-r"" target=""_blank"">00024073-r</a></small></small><br>",,"<small><small>lexemas:</small></small>&ensp;não, nem, tampouco, tão-pouco<br>",,
fero,give an account of,lilaLemma:103126,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00953058-v"" target=""_blank"">00953058-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;narrar, relatar<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,ADDR,PAT]</small></small><br>"
genus,the event of being born,lilaLemma:104504,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=07320302-n"" target=""_blank"">07320302-n</a></small></small><br>",<small><small>categoria:&ensp;evento</small></small><br>,<small><small>lexemas:</small></small>&ensp;nascimento<br>,,<small><small>valências:&ensp;[PAT] ou [ACT]</small></small><br>
natura,the event of being born,lilaLemma:113421,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=07320302-n"" target=""_blank"">07320302-n</a></small></small><br>",<small><small>categoria:&ensp;evento</small></small><br>,<small><small>lexemas:</small></small>&ensp;nascimento<br>,,<small><small>valências:&ensp;[PAT] ou [ACT]</small></small><br>
natura,the quality of being natural or based on natural principles,lilaLemma:113421,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=04785908-n"" target=""_blank"">04785908-n</a></small></small><br>",<small><small>categoria:&ensp;atributo</small></small><br>,<small><small>lexemas:</small></small>&ensp;naturalidade<br>,,
