lemma,lila_id,label,upostag,lila_uri,upostag_pt,fl_cat_pt,gen_pt,number_pt,grade_pt,wrList,var_key,ipo_desc,ipo_lemmaKey,dcc_semGrp,dcc_freqRank,LogeionURL
poena,lilaLemma:118263,poena,NOUN,http://lila-erc.eu/data/id/lemma/118263,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,Justiça,223,https://logeion.uchicago.edu/poena
poeta,lilaLemma:118267,poeta,NOUN,http://lila-erc.eu/data/id/lemma/118267,substantivo,1ª declinação (tema em -a/e-),masculino,,,poetes,,,,Cultura literária,913,https://logeion.uchicago.edu/poeta
pondus,lilaLemma:118410,pondus,NOUN,http://lila-erc.eu/data/id/lemma/118410,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Medidas,636,https://logeion.uchicago.edu/pondus
pono,lilaLemma:118414,pono,VERB,http://lila-erc.eu/data/id/lemma/118414,verbo,3ª conjugação (sem vogal temática),,,,,,,,Verbo de transporte,102,https://logeion.uchicago.edu/pono
pontus,lilaLemma:118429,pontus,NOUN,http://lila-erc.eu/data/id/lemma/118429,substantivo,2ª declinação (tema em -o-),masculino,,,,,,,Terra e Água,630,https://logeion.uchicago.edu/pontus
populus,lilaLemma:118463,populus,NOUN,http://lila-erc.eu/data/id/lemma/118463,substantivo,2ª declinação (tema em -o-),masculino,,,popolus,,,,Cidade,122,https://logeion.uchicago.edu/populus
pro,lilaLemma:118468,pro,ADP,http://lila-erc.eu/data/id/lemma/118468,preposição,indeclinável,,,,,,,,,128,https://logeion.uchicago.edu/pro
porta,lilaLemma:118508,porta,NOUN,http://lila-erc.eu/data/id/lemma/118508,substantivo,1ª declinação (tema em -a/e-),feminino,,,,,,,Cidade,759,https://logeion.uchicago.edu/porta
porto,lilaLemma:118540,porto,VERB,http://lila-erc.eu/data/id/lemma/118540,verbo,1ª conjugação (tema em -a-),,,,,,,,Medidas,853,https://logeion.uchicago.edu/porto
posco,lilaLemma:118550,posco,VERB,http://lila-erc.eu/data/id/lemma/118550,verbo,3ª conjugação (sem vogal temática),,,,,,,,"Discurso, Oratória",487,https://logeion.uchicago.edu/posco
possum,lilaLemma:118569,possum,VERB,http://lila-erc.eu/data/id/lemma/118569,verbo,irregular,,,,posso,,,,"Fazer, Criar",23,https://logeion.uchicago.edu/possum
post,lilaLemma:118572,post,ADP,http://lila-erc.eu/data/id/lemma/118572,preposição,indeclinável,,,,"pos, poste, pus",,,,Tempo,164,https://logeion.uchicago.edu/post
postea,lilaLemma:118575,postea,ADV,http://lila-erc.eu/data/id/lemma/118575,advérbio,indeclinável,,,,posteac,,,,Tempo,964,https://logeion.uchicago.edu/postea
plebs,lilaLemma:118610,plebs,NOUN,http://lila-erc.eu/data/id/lemma/118610,substantivo,3ª declinação (sem vogal temática),feminino,,,"plebis, pleps",,,,Cidade,649,https://logeion.uchicago.edu/plebs
potestas,lilaLemma:118652,potestas,NOUN,http://lila-erc.eu/data/id/lemma/118652,substantivo,3ª declinação (sem vogal temática),feminino,,,podestas,,,,Cidade,737,https://logeion.uchicago.edu/potestas
potis,lilaLemma:118664,potis,ADJ,http://lila-erc.eu/data/id/lemma/118664,adjetivo,2ª classe (tema em -i-),,,,,,,,Características pessoais,947,https://logeion.uchicago.edu/potis
praeceptum,lilaLemma:118675,praeceptum,NOUN,http://lila-erc.eu/data/id/lemma/118675,substantivo,2ª declinação (tema em -o-),neutro,,,praeceptom,,,,Justiça,825,https://logeion.uchicago.edu/praeceptum
praebeo,lilaLemma:118687,praebeo,VERB,http://lila-erc.eu/data/id/lemma/118687,verbo,2ª conjugação (tema em -e-),,,,,,,,Verbo de transporte,584,https://logeion.uchicago.edu/praebeo
praecipio,lilaLemma:118735,praecipio,VERB,http://lila-erc.eu/data/id/lemma/118735,verbo,5ª conjugação (tema em -ĭ- breve),,,,,,,,"Discurso, Oratória",945,https://logeion.uchicago.edu/praecipio
praeda,lilaLemma:118801,praeda,NOUN,http://lila-erc.eu/data/id/lemma/118801,substantivo,1ª declinação (tema em -a-),feminino,,,preda,,,,Guerra e Paz,626,https://logeion.uchicago.edu/praeda
puella,lilaLemma:118823,puella,NOUN,http://lila-erc.eu/data/id/lemma/118823,substantivo,1ª declinação (tema em -a/e-),feminino,,,,,,,Pessoas,233,https://logeion.uchicago.edu/puella
praemium,lilaLemma:119037,praemium,NOUN,http://lila-erc.eu/data/id/lemma/119037,substantivo,2ª declinação (tema em -o-),neutro,,,praemiom,,,,"Negócios, Dinheiro",680,https://logeion.uchicago.edu/praemium
praesidium,lilaLemma:119215,praesidium,NOUN,http://lila-erc.eu/data/id/lemma/119215,substantivo,2ª declinação (tema em -o-),neutro,,,praesidiom,,,,Guerra e Paz,582,https://logeion.uchicago.edu/praesidium
praesto,lilaLemma:119246,praesto,VERB,http://lila-erc.eu/data/id/lemma/119246,verbo,1ª conjugação (tema em -a-),,,,presto,,,,,423,https://logeion.uchicago.edu/praesto
praeter,lilaLemma:119286,praeter,ADP,http://lila-erc.eu/data/id/lemma/119286,preposição,indeclinável,,,,,,,,Lugar,756,https://logeion.uchicago.edu/praeter
praetor,lilaLemma:119325,praetor,NOUN,http://lila-erc.eu/data/id/lemma/119325,substantivo,3ª declinação (sem vogal temática),masculino,,,praitor,,,,Cidade,878,https://logeion.uchicago.edu/praetor
precor,lilaLemma:119429,precor,VERB,http://lila-erc.eu/data/id/lemma/119429,verbo,1ª conjugação depoente (tema em -a-),,,,,,,,Religião,492,https://logeion.uchicago.edu/precor
premo,lilaLemma:119437,premo,VERB,http://lila-erc.eu/data/id/lemma/119437,verbo,3ª conjugação (sem vogal temática),,,,,,,,Guerra e Paz,240,https://logeion.uchicago.edu/premo
pretium,lilaLemma:119455,pretium,NOUN,http://lila-erc.eu/data/id/lemma/119455,substantivo,2ª declinação (tema em -o-),neutro,,,"praetiom, praetium, preciom, precium, pretiom",,,,"Negócios, Dinheiro",629,https://logeion.uchicago.edu/pretium
prex,lilaLemma:119456,prex,NOUN,http://lila-erc.eu/data/id/lemma/119456,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Religião,520,https://logeion.uchicago.edu/prex
primus,lilaLemma:119498,primus,ADJ,http://lila-erc.eu/data/id/lemma/119498,adjetivo,1ª classe (tema em -a/o-),,,superlativo,preimus,,,,Tempo,91,https://logeion.uchicago.edu/primus
principium,lilaLemma:119505,principium,NOUN,http://lila-erc.eu/data/id/lemma/119505,substantivo,2ª declinação (tema em -o-),neutro,,,principiom,,,,Tempo,948,https://logeion.uchicago.edu/principium
prior,lilaLemma:119509,prior,ADJ,http://lila-erc.eu/data/id/lemma/119509,adjetivo,2ª classe (sem vogal temática),,,comparativo,,,,,Tempo,526,https://logeion.uchicago.edu/prior
priuo,lilaLemma:119530,priuo,VERB,http://lila-erc.eu/data/id/lemma/119530,verbo,1ª conjugação (tema em -a-),,,,,,,,,,https://logeion.uchicago.edu/priuo
probo,lilaLemma:119564,probo,VERB,http://lila-erc.eu/data/id/lemma/119564,verbo,1ª conjugação (tema em -a-),,,,,,,,Verbo diretivo ou promissivo,784,https://logeion.uchicago.edu/probo
procedo,lilaLemma:119582,procedo,VERB,http://lila-erc.eu/data/id/lemma/119582,verbo,3ª conjugação (sem vogal temática),,,,,,,,Movimento,746,https://logeion.uchicago.edu/procedo
procul,lilaLemma:119631,procul,ADV,http://lila-erc.eu/data/id/lemma/119631,advérbio,indeclinável,,,,,,,,Lugar,397,https://logeion.uchicago.edu/procul
prodo,lilaLemma:119676,prodo,VERB,http://lila-erc.eu/data/id/lemma/119676,verbo,3ª conjugação (sem vogal temática),,,,,,,,Verbo de transporte,929,https://logeion.uchicago.edu/prodo
proelium,lilaLemma:119697,proelium,NOUN,http://lila-erc.eu/data/id/lemma/119697,substantivo,2ª declinação (tema em -o-),neutro,,,"praeliom, praelium, proeliom",,,,Guerra e Paz,348,https://logeion.uchicago.edu/proelium
proficiscor,lilaLemma:119713,proficiscor,VERB,http://lila-erc.eu/data/id/lemma/119713,verbo,3ª conjugação depoente (sem vogal temática),,,,,,,,Viagem,835,https://logeion.uchicago.edu/proficiscor
prohibeo,lilaLemma:119765,prohibeo,VERB,http://lila-erc.eu/data/id/lemma/119765,verbo,2ª conjugação (tema em -e-),,,,probeo,,,,Verbo diretivo ou promissivo,604,https://logeion.uchicago.edu/prohibeo
promitto,lilaLemma:119845,promitto,VERB,http://lila-erc.eu/data/id/lemma/119845,verbo,3ª conjugação (sem vogal temática),,,,,,,,Verbo diretivo ou promissivo,720,https://logeion.uchicago.edu/promitto
prope2,lilaLemma:119920,prope,ADP,http://lila-erc.eu/data/id/lemma/119920,preposição,indeclinável,,,,,,,,Lugar,189,https://logeion.uchicago.edu/prope
prope,lilaLemma:119921,prope,ADV,http://lila-erc.eu/data/id/lemma/119921,advérbio,indeclinável,,,,,,,,Lugar,189,https://logeion.uchicago.edu/prope
propero,lilaLemma:119934,propero,VERB,http://lila-erc.eu/data/id/lemma/119934,verbo,1ª conjugação (tema em -a-),,,,,,,,Movimento,537,https://logeion.uchicago.edu/propero
propono,lilaLemma:119973,propono,VERB,http://lila-erc.eu/data/id/lemma/119973,verbo,3ª conjugação (sem vogal temática),,,,,,,,"Discurso, Oratória",930,https://logeion.uchicago.edu/propono
proprius,lilaLemma:119990,proprius,ADJ,http://lila-erc.eu/data/id/lemma/119990,adjetivo,1ª classe (tema em -a/o-),,,,,,,,,854,https://logeion.uchicago.edu/proprius
propter,lilaLemma:119992,propter,ADP,http://lila-erc.eu/data/id/lemma/119992,preposição,indeclinável,,,,,,,,,560,https://logeion.uchicago.edu/propter
prosum,lilaLemma:120122,prosum,VERB,http://lila-erc.eu/data/id/lemma/120122,verbo,irregular,,,,,,,,Sociedade,373,https://logeion.uchicago.edu/prosum
protinus,lilaLemma:120154,protinus,ADV,http://lila-erc.eu/data/id/lemma/120154,advérbio,indeclinável,,,,"protenis, protenus",,,,Tempo,903,https://logeion.uchicago.edu/protinus
prouincia,lilaLemma:120189,prouincia,NOUN,http://lila-erc.eu/data/id/lemma/120189,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,Cidade,620,https://logeion.uchicago.edu/prouincia
publicus,lilaLemma:120358,publicus,ADJ,http://lila-erc.eu/data/id/lemma/120358,adjetivo,1ª classe (tema em -a/o-),,,,"poblicus, poplicus, puplicus",,,,Cidade,517,https://logeion.uchicago.edu/publicus
pudor,lilaLemma:120366,pudor,NOUN,http://lila-erc.eu/data/id/lemma/120366,substantivo,3ª declinação (sem vogal temática),masculino,,,,,,,Características pessoais,616,https://logeion.uchicago.edu/pudor
pugna,lilaLemma:120407,pugna,NOUN,http://lila-erc.eu/data/id/lemma/120407,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,Violência,650,https://logeion.uchicago.edu/pugna
pugno,lilaLemma:120417,pugno,VERB,http://lila-erc.eu/data/id/lemma/120417,verbo,1ª conjugação (tema em -a-),,,,,,,,Violência,708,https://logeion.uchicago.edu/pugno
pulcher,lilaLemma:120421,pulcher,ADJ,http://lila-erc.eu/data/id/lemma/120421,adjetivo,1ª classe (tema em -a/o-),,,,"polcer, pulcer",,,,Visão,569,https://logeion.uchicago.edu/pulcher
puto,lilaLemma:120610,puto,VERB,http://lila-erc.eu/data/id/lemma/120610,verbo,1ª conjugação (tema em -a-),,,,,,,,"Educação, Conhecimento",166,https://logeion.uchicago.edu/puto
praeterea,lilaLemma:120700,praeterea,ADV,http://lila-erc.eu/data/id/lemma/120700,advérbio,indeclinável,,,,,,,,,681,https://logeion.uchicago.edu/praeterea
postquam,lilaLemma:120753,postquam,SCONJ,http://lila-erc.eu/data/id/lemma/120753,conjunção subordinativa,indeclinável,,,,posquam,,,,Tempo,384,https://logeion.uchicago.edu/postquam
posterus,lilaLemma:120781,posterus,ADJ,http://lila-erc.eu/data/id/lemma/120781,adjetivo,1ª classe (tema em -a/o-),,,,"poster, posterius",,,,Tempo,877,https://logeion.uchicago.edu/posterus
quaero,lilaLemma:121047,quaero,VERB,http://lila-erc.eu/data/id/lemma/121047,verbo,3ª conjugação (sem vogal temática),,,,"quairo, quero",,,,"Educação, Conhecimento",113,https://logeion.uchicago.edu/quaero
qualis,lilaLemma:121068,qualis,DET,http://lila-erc.eu/data/id/lemma/121068,determinante,2ª classe (tema em -i-),,,,,,,,,263,https://logeion.uchicago.edu/qualis
quamquam,lilaLemma:121083,quamquam,SCONJ,http://lila-erc.eu/data/id/lemma/121083,conjunção subordinativa,indeclinável,,,,quanquam,,,,,644,https://logeion.uchicago.edu/quamquam
quando,lilaLemma:121084,quando,ADV,http://lila-erc.eu/data/id/lemma/121084,advérbio,indeclinável,,,,"cuando, cuandoque, quandoc, quandocque, quandoque",,,,,621,https://logeion.uchicago.edu/quando
quantus,lilaLemma:121092,quantus,DET,http://lila-erc.eu/data/id/lemma/121092,determinante,1ª classe (tema em -a/o-),,,,quamtus,,,,,311,https://logeion.uchicago.edu/quantus
quasi,lilaLemma:121111,quasi,ADV,http://lila-erc.eu/data/id/lemma/121111,advérbio,indeclinável,,,,"quansei, quase, quasei",,,,,938,https://logeion.uchicago.edu/quasi
quattuor,lilaLemma:121130,quattuor,NUM,http://lila-erc.eu/data/id/lemma/121130,numeral,indeclinável,,,,"quator, quatuor",,,,Medidas,867,https://logeion.uchicago.edu/quattuor
queror,lilaLemma:121157,queror,VERB,http://lila-erc.eu/data/id/lemma/121157,verbo,3ª conjugação depoente (sem vogal temática),,,,,,,,Emoções,518,https://logeion.uchicago.edu/queror
quis,lilaLemma:121165,quis,PRON,http://lila-erc.eu/data/id/lemma/121165,pronome,pronominal,,,,quisque,,,,,197,https://logeion.uchicago.edu/quis
quia,lilaLemma:121166,quia,SCONJ,http://lila-erc.eu/data/id/lemma/121166,conjunção subordinativa,indeclinável,,,,,,,,,132,https://logeion.uchicago.edu/quia
quidem,lilaLemma:121168,quidem,ADV,http://lila-erc.eu/data/id/lemma/121168,advérbio,indeclinável,,,,,,,,,136,https://logeion.uchicago.edu/quidem
quiesco,lilaLemma:121174,quiesco,VERB,http://lila-erc.eu/data/id/lemma/121174,verbo,3ª conjugação (sem vogal temática),,,,,,,,Vida e Existência,969,https://logeion.uchicago.edu/quiesco
quin2,lilaLemma:121181,quin,ADV,http://lila-erc.eu/data/id/lemma/121181,advérbio,indeclinável,,,,quein,,,,,456,https://logeion.uchicago.edu/quin
quippe,lilaLemma:121267,quippe,ADV,http://lila-erc.eu/data/id/lemma/121267,advérbio,indeclinável,,,,,,,,,499,https://logeion.uchicago.edu/quippe
quomodo,lilaLemma:121286,quomodo,ADV,http://lila-erc.eu/data/id/lemma/121286,advérbio,indeclinável,,,,,,,,,831,https://logeion.uchicago.edu/quomodo
quondam,lilaLemma:121288,quondam,ADV,http://lila-erc.eu/data/id/lemma/121288,advérbio,indeclinável,,,,condam,,,,Tempo,542,https://logeion.uchicago.edu/quondam
quoniam,lilaLemma:121289,quoniam,SCONJ,http://lila-erc.eu/data/id/lemma/121289,conjunção subordinativa,indeclinável,,,,,,,,,510,https://logeion.uchicago.edu/quoniam
quotiens,lilaLemma:121298,quotiens,ADV,http://lila-erc.eu/data/id/lemma/121298,advérbio,indeclinável,,,,quoties,,,,,970,https://logeion.uchicago.edu/quotiens
quidam,lilaLemma:121313,quidam,DET,http://lila-erc.eu/data/id/lemma/121313,determinante,pronominal,,,,"queidam, quoidam",,,,,126,https://logeion.uchicago.edu/quidam
quisquam,lilaLemma:121315,quisquam,PRON,http://lila-erc.eu/data/id/lemma/121315,pronome,pronominal,,,,quoiquam,,,,,12,https://logeion.uchicago.edu/quisquam
quicumque,lilaLemma:121318,quicumque,DET,http://lila-erc.eu/data/id/lemma/121318,determinante,pronominal,,,,"queicumque, queicunque, queiqunque, queiquomque, quicunque, quiqunque, quiquomque, quoicumque, quoicunque, quoiqunque, quoiquomque",,,,,284,https://logeion.uchicago.edu/quicumque
quisquis,lilaLemma:121322,quisquis,PRON,http://lila-erc.eu/data/id/lemma/121322,pronome,pronominal,,,,quiqui,,,,,129,https://logeion.uchicago.edu/quisquis
quare,lilaLemma:121343,quare,ADV,http://lila-erc.eu/data/id/lemma/121343,advérbio,indeclinável,,,,,,,,,786,https://logeion.uchicago.edu/quare
quemadmodum,lilaLemma:121350,quemadmodum,ADV,http://lila-erc.eu/data/id/lemma/121350,advérbio,indeclinável,,,,,,,,,531,https://logeion.uchicago.edu/quemadmodum
qui,lilaLemma:121354,qui,PRON,http://lila-erc.eu/data/id/lemma/121354,pronome,pronominal,,,,"quei, queique, quique, quoi, quoique",,,,,3,https://logeion.uchicago.edu/qui
quamuis,lilaLemma:121355,quamuis,ADV,http://lila-erc.eu/data/id/lemma/121355,advérbio,indeclinável,,,,,,,,,489,https://logeion.uchicago.edu/quamuis
rarus,lilaLemma:121444,rarus,ADJ,http://lila-erc.eu/data/id/lemma/121444,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Medidas,752,https://logeion.uchicago.edu/rarus
ratio,lilaLemma:121458,ratio,NOUN,http://lila-erc.eu/data/id/lemma/121458,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,"Educação, Conhecimento",256,https://logeion.uchicago.edu/ratio
reliquus,lilaLemma:121488,reliquus,DET,http://lila-erc.eu/data/id/lemma/121488,determinante,1ª classe (tema em -a/o-),,,,"relicus, relicuus, reliqus",,,,Medidas,788,https://logeion.uchicago.edu/reliquus
recens,lilaLemma:121510,recens,ADJ,http://lila-erc.eu/data/id/lemma/121510,adjetivo,2ª classe (sem vogal temática),,,,,,,,Tempo,781,https://logeion.uchicago.edu/recens
regio,lilaLemma:121675,regio,NOUN,http://lila-erc.eu/data/id/lemma/121675,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Geografia,585,https://logeion.uchicago.edu/regio
regius,lilaLemma:121678,regius,ADJ,http://lila-erc.eu/data/id/lemma/121678,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Características pessoais,561,https://logeion.uchicago.edu/regius
regnum,lilaLemma:121683,regnum,NOUN,http://lila-erc.eu/data/id/lemma/121683,substantivo,2ª declinação (tema em -o-),neutro,,,regnom,,,,Geografia,121,https://logeion.uchicago.edu/regnum
res,lilaLemma:121868,res,NOUN,http://lila-erc.eu/data/id/lemma/121868,substantivo,5ª declinação (tema em -e-),feminino,,,,,,,Vida e Existência,38,https://logeion.uchicago.edu/res
reus,lilaLemma:122011,reus,NOUN,http://lila-erc.eu/data/id/lemma/122011,substantivo,2ª declinação (tema em -o-),masculino,,,,,,,Justiça,888,https://logeion.uchicago.edu/reus
rex,lilaLemma:122013,rex,NOUN,http://lila-erc.eu/data/id/lemma/122013,substantivo,3ª declinação (sem vogal temática),masculino,,,,,,,Cidade,60,https://logeion.uchicago.edu/rex
ripa,lilaLemma:122104,ripa,NOUN,http://lila-erc.eu/data/id/lemma/122104,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,Terra e Água,662,https://logeion.uchicago.edu/ripa
rursus,lilaLemma:122295,rursus,ADV,http://lila-erc.eu/data/id/lemma/122295,advérbio,indeclinável,,,,"rosus, rursum, russum, russus, rusum, rusus",,,,Lugar,440,https://logeion.uchicago.edu/rursus
rus,lilaLemma:122296,rus,NOUN,http://lila-erc.eu/data/id/lemma/122296,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Geografia,879,https://logeion.uchicago.edu/rus
rapio,lilaLemma:122350,rapio,VERB,http://lila-erc.eu/data/id/lemma/122350,verbo,5ª conjugação (tema em -ĭ- breve),,,,,,,,Violência,273,https://logeion.uchicago.edu/rapio
recedo,lilaLemma:122379,recedo,VERB,http://lila-erc.eu/data/id/lemma/122379,verbo,3ª conjugação (sem vogal temática),,,,,,,,Movimento,826,https://logeion.uchicago.edu/recedo
recipio,lilaLemma:122390,recipio,VERB,http://lila-erc.eu/data/id/lemma/122390,verbo,5ª conjugação (tema em -ĭ- breve),,,,,,,,Verbo de transporte,319,https://logeion.uchicago.edu/recipio
reddo,lilaLemma:122458,reddo,VERB,http://lila-erc.eu/data/id/lemma/122458,verbo,3ª conjugação (sem vogal temática),,,,,,,,Verbo de transporte,174,https://logeion.uchicago.edu/reddo
redeo,lilaLemma:122463,redeo,VERB,http://lila-erc.eu/data/id/lemma/122463,verbo,irregular,,,,,,,,Movimento,301,https://logeion.uchicago.edu/redeo
refero,lilaLemma:122494,refero,VERB,http://lila-erc.eu/data/id/lemma/122494,verbo,irregular,,,,,,,,Verbo de transporte,171,https://logeion.uchicago.edu/refero
rego,lilaLemma:122542,rego,VERB,http://lila-erc.eu/data/id/lemma/122542,verbo,3ª conjugação (sem vogal temática),,,,,,,,Cidade,554,https://logeion.uchicago.edu/rego
relinquo,lilaLemma:122569,relinquo,VERB,http://lila-erc.eu/data/id/lemma/122569,verbo,3ª conjugação (sem vogal temática),,,,rellinquo,,,,Movimento,144,https://logeion.uchicago.edu/relinquo
reor,lilaLemma:122641,reor,VERB,http://lila-erc.eu/data/id/lemma/122641,verbo,2ª conjugação depoente (tema em -e-),,,,,,,,"Educação, Conhecimento",774,https://logeion.uchicago.edu/reor
reperio,lilaLemma:122659,reperio,VERB,http://lila-erc.eu/data/id/lemma/122659,verbo,4ª conjugação (tema em -ī- longo),,,,repperio,,,,"Educação, Conhecimento",765,https://logeion.uchicago.edu/reperio
repeto,lilaLemma:122660,repeto,VERB,http://lila-erc.eu/data/id/lemma/122660,verbo,3ª conjugação (sem vogal temática),,,,,,,,Verbo diretivo ou promissivo,651,https://logeion.uchicago.edu/repeto
