lemma,lila_id,entry_id,bibref,pdfurl,clpurl,pubyear,prefix,form_lemma,subClass,senseGroup,ontolex.canonicalForm,rdfs.label,PRE.note,lexinfo.note,skos.note,POS.note,form_pre,form_note
nullus,lilaLemma:114081,Faria1994.n20778.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nūllī</b>,,Faria1994.n20778.sg01,lilaLemma:114081,,,"gen., v. nūllus.",,,,"gen., v. nūllus."
nullus,lilaLemma:114081,Cardoso1570.n15388.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Nullus</b>,ontolex:Word,Cardoso1570.n15388.sg01,lilaLemma:114081,nullus,,,,,,
nullus,lilaLemma:114081,Velez1744.n2277.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Nullus</b> -<b>a</b> -<b>um</b>,ontolex:Word,Velez1744.n2277.sg01,lilaLemma:114081,nullus,,,,102. 4. 209. 2.,,
nullus,lilaLemma:114081,Fonseca1798.n19530.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Nullus</b> -<b>a</b> -<b>um</b>,ontolex:Word,Fonseca1798.n19530.sg01,lilaLemma:114081,nullus,,,,,,
nullus,lilaLemma:114081,Cardoso1570.n15387.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Nullus</b> -<b>a</b> <b>um</b>,ontolex:Word,Cardoso1570.n15387.sg01,lilaLemma:114081,nullus,,,,,,
nullus,lilaLemma:114081,Faria1994.n20779.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nūllus</b> <b>-a</b> <b>-um</b>,,Faria1994.n20779.sg01,lilaLemma:114081,,,pron. indef.,"Obs.: Gen. nulli Ter. And. 608: Cíc. Com. 48: dat., nullae Prop. 1. 20. 35.",,,"pron. indef. <br> Obs.: Gen. nulli Ter. And. 608: Cíc. Com. 48: dat., nullae Prop. 1. 20. 35."
nummus,lilaLemma:113989,Cardoso1570.n15429.e02,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>nummus</b> <b>i</b>,ontolex:Word,Cardoso1570.n15429.sg01,lilaLemma:113989,nummus,vel,,,,vel,
nummus,lilaLemma:113989,Fonseca1798.n19554.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Numus</b> <small>l</small> -<b>i</b> <small>l</small>,ontolex:Word,Fonseca1798.n19554.sg01,lilaLemma:113989,numus,l.,m.,,,l.,m.
nunc,lilaLemma:113990,Faria1994.n20824.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nunc</b>,,Faria1994.n20824.sg01,lilaLemma:113990,,,adv.,,,,adv.
nunc,lilaLemma:113990,Cardoso1570.n15438.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Nunc</b>,ontolex:Word,Cardoso1570.n15438.sg01,lilaLemma:113990,nunc,,aduerb. tempo.,,,,aduerb. tempo.
nunc,lilaLemma:113990,Fonseca1798.n19555.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Nunc</b>,ontolex:Word,Fonseca1798.n19555.sg01,lilaLemma:113990,nunc,,adv.,,,,adv.
nunc,lilaLemma:113990,Fonseca1798.n19556.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Nunccine</b>,ontolex:Word,Fonseca1798.n19556.sg01,lilaLemma:113990,nunccine,,adv.,,,,adv.
nunc,lilaLemma:113990,Fonseca1798.n19556.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Nuncine</b> <small>l</small>,ontolex:Word,Fonseca1798.n19556.sg01,lilaLemma:113990,nuncine,l.,adv.,,,l.,adv.
nuntio,lilaLemma:114008,Velez1744.n2279.e02,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Nuntio</b> -<b>as</b>,ontolex:Word,Velez1744.n2279.sg01,lilaLemma:114008,nuntio,vel potiùs,,,,vel potiùs,
nuper,lilaLemma:114010,Cardoso1570.n15476.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Nuperrime</b>,ontolex:Word,Cardoso1570.n15476.sg01,lilaLemma:114010,nuperrime,,aduerb.,,,,aduerb.
nusquam,lilaLemma:114085,Cardoso1570.n15487.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Nusquam</b>,ontolex:Word,Cardoso1570.n15487.sg01,lilaLemma:114085,nusquam,,aduerb.,,,,aduerb.
nutritus,lilaIpoLemma:29138,Fonseca1798.n19616.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Nutritus</b> -<b>us</b>,ontolex:Word,Fonseca1798.n19616.sg01,lilaIpoLemma:29138,nutritus,,m.,,,,m.
nutus,lilaLemma:114043,Cardoso1570.n15510.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Nutus</b> <b>us</b>,ontolex:Word,Cardoso1570.n15510.sg01,lilaLemma:114043,nutus,,,,,,
nyctelius,lilaLemma:16126,Fonseca1798.n19624.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Nyctelius</b> -<b>a</b> -<b>um</b>,ontolex:Word,Fonseca1798.n19624.sg01,lilaLemma:16126,nyctelius,,,,,,
oblecto,lilaLemma:114265,Velez1744.n2301.e20,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Oblecto</b> -<b>as</b>,ontolex:Word,Velez1744.n2301.sg20,lilaLemma:114265,oblecto,ejus Act. est,,,,ejus Act. est,
oblocutor,lilaLemma:114295,Fonseca1798.n19753.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Oblocutor</b> <small>l</small> -<b>oris</b> <small>l</small>,ontolex:Word,Fonseca1798.n19753.sg01,lilaLemma:114295,oblocutor,l.,m.,,,l.,m.
obortus,lilaIpoLemma:29422,Fonseca1798.n19784.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Obortus</b> -<b>us</b>,ontolex:Word,Fonseca1798.n19784.sg01,lilaIpoLemma:29422,obortus,,m.,,,,m.
obrussa,lilaLemma:114364,Fonseca1798.n19798.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Obrussa</b> <small>l</small> -<b>ae</b> <small>l</small>,ontolex:Word,Fonseca1798.n19798.sg01,lilaLemma:114364,obrussa,l.,f.,,,l.,f.
obsecro,lilaLemma:114388,Cardoso1570.n15668.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Obsecro</b>,ontolex:Word,Cardoso1570.n15668.sg01,lilaLemma:114388,obsecro,,aduerb.,,,,aduerb.
obsecro,lilaLemma:114388,Fonseca1798.n19819.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Obsecro</b>,ontolex:Word,Fonseca1798.n19819.sg01,lilaLemma:114388,obsecro,,,,,,
obseruo,lilaLemma:114414,Cardoso1570.n15681.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Obseruo</b> -<b>as</b>,ontolex:Word,Cardoso1570.n15681.sg01,lilaLemma:114414,obseruo,,,,,,
obstrictus,lilaIpoLemma:29621,Fonseca1798.n19896.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Obstrictus</b> -<b>a</b> -<b>um</b>,ontolex:Word,Fonseca1798.n19896.sg01,lilaIpoLemma:29621,obstrictus,,,,,,
octauus,lilaLemma:114666,Cardoso1570.n15876.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Octauus</b> -<b>a</b> <b>um</b>,ontolex:Word,Cardoso1570.n15876.sg01,lilaLemma:114666,octauus,,,,,,
oculus,lilaLemma:114716,Cardoso1570.n15903.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Oculus</b> <b>i</b>,ontolex:Word,Cardoso1570.n15903.sg01,lilaLemma:114716,oculus,,,,,,
oestrus,lilaLemma:114769,Cardoso1570.n15965.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Oestros</b> <b>i</b>,ontolex:Word,Cardoso1570.n15965.sg01,lilaLemma:114769,oestros,,,,,,
offendo,lilaLemma:114784,Cardoso1570.n15977.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Offendo</b> <b>is</b>,ontolex:Word,Cardoso1570.n15977.sg01,lilaLemma:114784,offendo,,,,,,
offensaculum,lilaLemma:114786,Cardoso1570.n15981.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Offensaculum</b> <b>i</b>,ontolex:Word,Cardoso1570.n15981.sg01,lilaLemma:114786,offensaculum,,,,,,
offensus,lilaIpoLemma:29992,Velez1744.n2359.e10,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Offensus</b> -<b>a</b> -<b>um</b>,ontolex:Word,Velez1744.n2359.sg10,lilaIpoLemma:29992,offensus,,Nomen,,,,Nomen
officium,lilaLemma:114811,Cardoso1570.n15989.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Officium</b> <b>ij</b>,ontolex:Word,Cardoso1570.n15989.sg01,lilaLemma:114811,officium,,,,,,
olfacio,lilaLemma:114879,Cardoso1570.n16036.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Olfacio</b> <b>is</b>,ontolex:Word,Cardoso1570.n16036.sg01,lilaLemma:114879,olfacio,,,,,,
olim,lilaLemma:114887,Cardoso1570.n16042.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Olim</b>,ontolex:Word,Cardoso1570.n16042.sg01,lilaLemma:114887,olim,,aduer.,,,,aduer.
ille,lilaLemma:106221,Faria1994.n21511.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>olle</b>,,Faria1994.n21511.sg01,lilaLemma:106221,,,"arc. = ille Verg. En. 1, 252.",,,,"arc. = ille Verg. En. 1, 252."
ille,lilaLemma:106221,Faria1994.n21512.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>olli</b>,,Faria1994.n21512.sg01,lilaLemma:106221,,,dat. arc. de ille = illi.,,,,dat. arc. de ille = illi.
olympias,lilaLemma:68216,Velez1744.n2370.e10,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Olympias</b> -<b>adis</b>,ontolex:Word,Velez1744.n2370.sg10,lilaLemma:68216,olympias,,Appelativum,1. br.,,,Appelativum 1. br.
omniparens,lilaLemma:114947,Cardoso1570.n16105.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Omniparens</b> -<b>entis</b>,ontolex:Word,Cardoso1570.n16105.sg01,lilaLemma:114947,omniparens,,,,,,
omnis,lilaLemma:114954,Cardoso1570.n16109.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Omnis</b> -<b>e</b>,ontolex:Word,Cardoso1570.n16109.sg01,lilaLemma:114954,omnis,,,,,,
omnis,lilaLemma:114954,Velez1744.n2375.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Omnis</b> -<b>ne</b> <small>et</small>,ontolex:Word,Velez1744.n2375.sg01,lilaLemma:114954,omnis,,,Vide Totus.,155. 16.,,Vide Totus.
omnis,lilaLemma:114954,Faria1994.n21562.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>omnis</b> <b>-e</b>,,Faria1994.n21562.sg01,lilaLemma:114954,,,adj. e pron. indef.,,,,adj. e pron. indef.
onochilis,lilaLemma:114989,Fonseca1798.n20286.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Onochiles</b> <small>l</small> -<b>is</b> <small>l</small>,ontolex:Word,Fonseca1798.n20286.sg01,lilaLemma:114989,onochiles,l.,f.,,,l.,f.
opilio,lilaLemma:115057,Cardoso1570.n26709.e02,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>opilio</b> <b>onis</b>,ontolex:Word,Cardoso1570.n26709.sg01,lilaLemma:115057,opilio,vel,,,,vel,
opperitus,lilaIpoLemma:30309,Fonseca1798.n20383.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Oppertus</b> -<b>a</b> -<b>um</b>,ontolex:Word,Fonseca1798.n20383.sg01,lilaIpoLemma:30309,oppertus,,,,,,
optio,lilaLemma:115157,Fonseca1798.n20441.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Optio</b> -<b>onis</b>,ontolex:Word,Fonseca1798.n20441.sg01,lilaLemma:115157,optio,,m.,,,,m.
opus,lilaLemma:115170,Velez1744.n2401.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Opus</b>,ontolex:Word,Velez1744.n2401.sg01,lilaLemma:115170,opus,,Adject.,1. l.,214. 20. 215. 21.,,Adject. 1. l.
opus,lilaLemma:115170,Fonseca1798.n20455.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Opus</b>,ontolex:Word,Fonseca1798.n20455.sg01,lilaLemma:115170,opus,,subst. indecl.,,,,subst. indecl.
opus,lilaLemma:115170,Fonseca1798.n20456.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Opus</b>,ontolex:Word,Fonseca1798.n20456.sg01,lilaLemma:115170,opus,,adj. indecl.,,,,adj. indecl.
ora,lilaLemma:115173,Cardoso1570.n16289.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Ora</b> -<b>ae</b>,ontolex:Word,Cardoso1570.n16289.sg01,lilaLemma:115173,ora,,,,,,
oraculum,lilaLemma:115176,Fonseca1798.n20460.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Oraculum</b> -<b>i</b>,ontolex:Word,Fonseca1798.n20460.sg01,lilaLemma:115176,oraculum,,n.,,,,n.
oraculum,lilaLemma:115176,Cardoso1570.n16294.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Oraculum</b> <b>i</b>,ontolex:Word,Cardoso1570.n16294.sg01,lilaLemma:115176,oraculum,,,,,,
orbis,lilaLemma:115196,Cardoso1570.n16312.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Orbis</b> <b>is</b>,ontolex:Word,Cardoso1570.n16312.sg01,lilaLemma:115196,orbis,,,,,,
organarius,lilaLemma:115547,Cardoso1570.n16354.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Organarius</b> <b>ij</b>,ontolex:Word,Cardoso1570.n16354.sg01,lilaLemma:115547,organarius,,,,,,
ortus,lilaLemma:115521,Cardoso1570.n16395.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Ortus</b> <b>us</b>,ontolex:Word,Cardoso1570.n16395.sg01,lilaLemma:115521,ortus,,,,,,
osculum,lilaLemma:115349,Cardoso1570.n16422.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Osculum</b> <b>i</b>,ontolex:Word,Cardoso1570.n16422.sg01,lilaLemma:115349,osculum,,,,,,
