lemma,lila_id,source,entry_id,senseGroup,sense_prefix,sense_predef,sense_def,sense_posdef
frons,lilaLemma:103845,Faria,Faria1994.n13170.e01,Faria1994.n13170.sg01,1,I-Sent. próprio,"Fronte, rosto, semblante, testa",Cíc. Clu. 72.
finis,lilaLemma:103321,Faria,Faria1994.n12770.e01,Faria1994.n12770.sg01,2,"II-Daí, no pl.",Fronteiras,de um país Cíc. Mur. 22.
aduersus2,lilaIpoLemma:1008,Fonseca,Fonseca1798.n00804.e01,Fonseca1798.n00804.sg01,1,Cic.,fronteiro.,
frons,lilaLemma:103845,Fonseca,Fonseca1798.n12316.e01,Fonseca1798.n12316.sg01,3,Vitr.,"frontespicio, fachada do edificio.",
fructus,lilaLemma:103880,Fonseca,Fonseca1798.n12325.e01,Fonseca1798.n12325.sg01,1,Cic.,"fruto, producto da terra, ou de outra cousa, fruta das arvores.",
fructus,lilaLemma:103880,Faria,Faria1994.n13177.e01,Faria1994.n13177.sg01,3,II-Sent. figurado:,"Fruto, recompensa, resultado, efeito",C ie. Pis. 31.
fuga,lilaLemma:103915,Velez,Velez1744.n1416.e01,Velez1744.n1416.sg01,1,,"fugida, corrida ligeira",
fuga,lilaLemma:103915,Fonseca,Fonseca1798.n12379.e01,Fonseca1798.n12379.sg01,1,Cic.,fugida.,
tergum,lilaLemma:127889,Fonseca,Fonseca1798.n30059.e01,Fonseca1798.n30059.sg01,4,Terga. Ovid.,fugidas.,
fugio,lilaLemma:103923,Cardoso,Cardoso1570.n08485.e01,Cardoso1570.n08485.sg01,1,,fugir,
fugio,lilaLemma:103923,Velez,Velez1744.n1418.e01,Velez1744.n1418.sg01,1,,fugir,Act.
fugio,lilaLemma:103923,Faria,Faria1994.n13242.e01,Faria1994.n13242.sg01,4,III-Tr.:,"Fugir de, evitar","Cés. B. Civ. I, 1~, :!; Cíc. Rep. 5, 6."
fugio,lilaLemma:103923,Faria,Faria1994.n13242.e01,Faria1994.n13242.sg01,1,I-Sent. próprio,"Fugir, escapar-se, pôr-se em fuga","Cíc. Verr. 4, 72; Cíc. Nat. 3, 33."
fugio,lilaLemma:103923,Fonseca,Fonseca1798.n12383.e01,Fonseca1798.n12383.sg01,1,Cic.,"fugir, retirar-se.",
caueo,lilaLemma:93200,Cardoso,Cardoso1570.n03453.e01,Cardoso1570.n03453.sg01,1,,fugir. ou guardar-se. ou prouer,
numerus,lilaLemma:113981,Faria,Faria1994.n20797.e01,Faria1994.n20797.sg01,7,III-No plural:,"Funções, deveres, obrigações","sent. figurado Ov. Her. 4, 88."
parens,lilaLemma:116020,Fonseca,Fonseca1798.n20963.e01,Fonseca1798.n20963.sg01,2,,"fundador, inventor, instituidor, autor.",
pater,lilaLemma:116203,Faria,Faria1994.n22464.e01,Faria1994.n22464.sg01,9,IV-No pl.:,Fundador:,
locus,lilaLemma:110019,Faria,Faria1994.n18255.e01,Faria1994.n18255.sg01,3,II-Na língua retórica:,"Fundamento de um raciocínio, assunto de um discurso, pontos principais",Cíc: Of. 1. 152.
principium,lilaLemma:119505,Faria,Faria1994.n25437.e01,Faria1994.n25437.sg01,4,"II-Daí, em sent. particular","Fundamento, origem","Cíc. Of. 1, 54."
sedes,lilaLemma:124005,Faria,Faria1994.n28746.e01,Faria1994.n28746.sg01,4,II-Sent. figurado:,Fundamento:,
condo,lilaLemma:95677,Faria,Faria1994.n07022.e01,Faria1994.n07022.sg01,2,I-e daí:,"Fundar, construir, criar","Cíc. Cat. 3, 2."
fundo,lilaLemma:104012,Fonseca,Fonseca1798.n12461.e01,Fonseca1798.n12461.sg01,1,Plin.,"fundir, derreter metal para se fundir.",
funus,lilaLemma:104031,Faria,Faria1994.n13330.e01,Faria1994.n13330.sg01,1,I-Sent. próprio,"Funeral, enterro",Cíc. Clu. 28.
funus,lilaLemma:104031,Fonseca,Fonseca1798.n12482.e01,Fonseca1798.n12482.sg01,1,Cic.,"funeral, enterro, exequias, pompa funebre.",
foedus2,lilaLemma:103557,Faria,Faria1994.n12947.e01,Faria1994.n12947.sg01,3,II-Sent. figurado,Funesto,"T. Lív. 3, 32. 2."
inimicus,lilaLemma:107882,Faria,Faria1994.n16095.e01,Faria1994.n16095.sg01,3,III-Sent. figurado:,"Funesto, contrário",Verg. En. I. 123.
cornu,lilaLemma:96624,Faria,Faria1994.n07870.e01,Faria1994.n07870.sg01,17,"II-Daí, todo objeto feito de chifre ou em forma de chifre","Funil, corno que serve de funil","Verg. G. 3, 509."
poena,lilaLemma:118263,Fonseca,Fonseca1798.n22859.e01,Fonseca1798.n22859.sg01,3,Val. Flac.,furia infernal.,
saeuus,lilaLemma:123131,Faria,Faria1994.n28110.e01,Faria1994.n28110.sg01,3,II-Sent. figurado:,"Furioso, cruel, impetuoso, violento","Cíc. At. 5, 12."
saeuus,lilaLemma:123131,Faria,Faria1994.n28110.e01,Faria1994.n28110.sg01,2,I-Daí,"Furioso, cruel, selvagem, bárbaro, desumano, sevo","T. Lív. 34, 32, 3."
metus,lilaLemma:112261,Fonseca,Fonseca1798.n18268.e01,Fonseca1798.n18268.sg01,3,Hor.,furor procedido do vinho.,
furor,lilaLemma:104076,Faria,Faria1994.n13360.e01,Faria1994.n13360.sg01,2,"I-Daí, em sent. especial:","Furor profético, inspiração, entusiasmo","Cíc. Div. I, 66."
furor,lilaLemma:104076,Fonseca,Fonseca1798.n12516.e01,Fonseca1798.n12516.sg01,1,Cic.,"furor, raiva, mania.",
furor,lilaLemma:104076,Faria,Faria1994.n13360.e01,Faria1994.n13360.sg01,1,I-Sent. próprio,"Furor. fúria. raiva, cólera, loucura.","Hor. EjJ. I, 2, 62."
tango,lilaLemma:127620,Fonseca,Fonseca1798.n29833.e01,Fonseca1798.n29833.sg01,5,Plaut.,"furtar, tirar ás escondidas.",
pecus,lilaLemma:116374,Faria,Faria1994.n22612.e01,Faria1994.n22612.sg01,2,"II-Daí, em sent. particular","Gado lanígero, ovelhas, carneiros, cabras","Verg. G. 3, 554."
pecus,lilaLemma:116374,Velez,Velez1744.n2504.e01,Velez1744.n2504.sg01,1,,"gado, ou qualquer animal, que pasta, como cavallo, ovelhas, etc",
pecus,lilaLemma:116374,Fonseca,Fonseca1798.n21244.e01,Fonseca1798.n21244.sg01,1,Cic.,"gado, toda a sorte de animal.",
cohors,lilaLemma:94751,Fonseca,Fonseca1798.n05343.e01,Fonseca1798.n05343.sg01,1,Col.,"gallinheiro, capoeira.",
comparo,lilaLemma:97455,Cardoso,Cardoso1570.n04274.e10,Cardoso1570.n04274.sg10,1,,ganhar,
mereo,lilaLemma:112109,Cardoso,Cardoso1570.n13678.e01,Cardoso1570.n13678.sg01,1,,ganhar,absolutum.
uinco,lilaLemma:130232,Faria,Faria1994.n33892.e01,Faria1994.n33892.sg01,2,I-Daí,Ganhar no jogo,Suet. Aug. 71.
fides,lilaLemma:103260,Faria,Faria1994.n12729.e01,Faria1994.n12729.sg01,4,III-Sents. diversos:,"Garantia, confiaça, salvo-conduto","Cíc. Cat. 3, 8."
praesidium,lilaLemma:119215,Faria,Faria1994.n25193.e01,Faria1994.n25193.sg01,8,III-Sent. figurado:,"Garantia, defesa, meio de segurança",Cíc. Pomp. 70.
auctoritas,lilaLemma:90620,Faria,Faria1994.n03431.e01,Faria1994.n03431.sg01,3,,"Garantia, fiança, responsabilidade, compra afiançada pelo vendedor","Cíc. Verr. 1, 144."
praesto,lilaLemma:119246,Faria,Faria1994.n25221.e01,Faria1994.n25221.sg01,3,II-Donde:,"Garantir, afiançar, responder por, ser fiador de","Cíc. Pomp. 47; T. Lív. 40, 34, 14."
tego,lilaLemma:127731,Faria,Faria1994.n31356.e01,Faria1994.n31356.sg01,2,II-Sent. figurado:,"Garantir, proteger","sents. concreto e abstrato Cés. B. Civ. 3, 26, 4; Cíc. Pomp. 70."
consumo,lilaLemma:96194,Cardoso,Cardoso1570.n04756.e01,Cardoso1570.n04756.sg01,1,,gastar,
conficio,lilaLemma:95742,Fonseca,Fonseca1798.n06150.e01,Fonseca1798.n06150.sg01,2,,"gastar, consumir, dissipar, destruir.",
sumo,lilaLemma:126707,Fonseca,Fonseca1798.n29333.e01,Fonseca1798.n29333.sg01,4,Ter.,"gastar, consumir.",
onus,lilaLemma:115001,Fonseca,Fonseca1798.n20292.e01,Fonseca1798.n20292.sg01,4,,"gasto, despeza.",
iugum,lilaLemma:109202,Fonseca,Fonseca1798.n16366.e01,Fonseca1798.n16366.sg01,3,Varr.,geira de terra.,
imperator,lilaLemma:106515,Fonseca,Fonseca1798.n14219.e01,Fonseca1798.n14219.sg01,1,Cic.,"general, Commandante, Chefe do exercito.",
imperator,lilaLemma:106515,Fonseca,Fonseca1798.n14914.e01,Fonseca1798.n14914.sg01,1,Lucr.,general.,
mundus,lilaLemma:113024,Fonseca,Fonseca1798.n18821.e01,Fonseca1798.n18821.sg01,2,Luc.,"genero humano, homens.",
genus,lilaLemma:104504,Fonseca,Fonseca1798.n12736.e01,Fonseca1798.n12736.sg01,2,,"genero, que abrange muitas especies.",
genus,lilaLemma:104504,Faria,Faria1994.n13629.e01,Faria1994.n13629.sg01,6,IV-Sents. diversos:,"Gênero, sorte, espécie",Cíc. Dom. 75.
genus,lilaLemma:104504,Fonseca,Fonseca1798.n12736.e01,Fonseca1798.n12736.sg01,6,Quinct.,"genero, termo Grammatico.",
ingenium,lilaLemma:107798,Fonseca,Fonseca1798.n15193.e01,Fonseca1798.n15193.sg01,2,Ter.,"genio, indole, natural do homem.",
gens,lilaLemma:104490,Faria,Faria1994.n13611.e01,Faria1994.n13611.sg01,1,I-Sent. próprio,Gente,"conjunto de pessoas que pelos varões se ligam a um antepassado comum, varão e livre T. Lív. 38, 58, 2."
familia,lilaLemma:102885,Faria,Faria1994.n12431.e01,Faria1994.n12431.sg01,1,I-Sent. próprio,"Gente, criadagem, conjunto de criados e escravos que viviam na mesma casa",em oposição a gens Cíc. Caec. 55.
saeculum,lilaLemma:123105,Fonseca,Fonseca1798.n27164.e01,Fonseca1798.n27164.sg01,3,Virg.,"gente, homens que viveraõ em algum seculo.",
gens,lilaLemma:104490,Fonseca,Fonseca1798.n12723.e01,Fonseca1798.n12723.sg01,1,Cic.,"gente, nação, povo.",
gens,lilaLemma:104490,Velez,Velez1744.n1452.e01,Velez1744.n1452.sg01,1,,"gente, naçaõ;",
genus,lilaLemma:104504,Fonseca,Fonseca1798.n12736.e01,Fonseca1798.n12736.sg01,5,Sall.,"gente, nação.",
saeculum,lilaLemma:123105,Fonseca,Fonseca1798.n27164.e01,Fonseca1798.n27164.sg01,4,Lucr.,"geraçaõ, descendencia.",
genus,lilaLemma:104504,Velez,Velez1744.n1451.e01,Velez1744.n1451.sg01,1,,"geraçaõ, genero, naçaõ",
saeculum,lilaLemma:123105,Faria,Faria1994.n28083.e01,Faria1994.n28083.sg01,1,I-Sent. próprio,"Geração, gerações","geralmente no pl. Lucr. 1, 21."
genus,lilaLemma:104504,Fonseca,Fonseca1798.n12736.e01,Fonseca1798.n12736.sg01,1,Cic.,"geração, raça, familia, parentesco.",
aetas,lilaLemma:87955,Faria,Faria1994.n01117.e01,Faria1994.n01117.sg01,4,I-Daí,"Geração, século",Cíc. Or. 186.
perpetuus,lilaLemma:117208,Faria,Faria1994.n23344.e01,Faria1994.n23344.sg01,3,II-Donde:,"Geral, universal, sempre aplicável",Cíc. Or. 126.
cedo,lilaLemma:93298,Faria,Faria1994.n05298.e01,Faria1994.n05298.sg01,3,I-Intr.-Sent. próprio:,"Geralmente, a ideia de caminhar, marchar, junta-se a ideia subsidiária de retirar-se, ir-se embora, recuar, caminhar para trás","Cés. B. Gal. 5, 50, 5; Cíc. Mil. 34, 93; Cíc. At. 7, 12, 4."
gigno,lilaLemma:104594,Cardoso,Cardoso1570.n08784.e01,Cardoso1570.n08784.sg01,1,,gerar,
gigno,lilaLemma:104594,Velez,Velez1744.n1459.e01,Velez1744.n1459.sg01,1,,gerar,Activ.
creo,lilaLemma:96898,Fonseca,Fonseca1798.n07146.e01,Fonseca1798.n07146.sg01,2,,"gerar, causar, fazer nascer.",
tollo,lilaLemma:128357,Faria,Faria1994.n32059.e01,Faria1994.n32059.sg01,8,II-Sent. figurado:,"Gerar, criar, ter filhos","Cíc. Phil. 13, 23."
gigno,lilaLemma:104594,Fonseca,Fonseca1798.n12802.e01,Fonseca1798.n12802.sg01,1,Cic.,"gerar, produzir.",
pario,lilaLemma:116052,Fonseca,Fonseca1798.n20982.e01,Fonseca1798.n20982.sg01,3,Caecil. apud Non.,gerar.,
studium,lilaLemma:125889,Faria,Faria1994.n30178.e01,Faria1994.n30178.sg01,2,II-Sent. particular,"Gesto pelo estudo, estudo, os frutos do estudo, escritos, obras","Cíc. De Or. 2, 232."
signum,lilaLemma:124767,Faria,Faria1994.n29317.e01,Faria1994.n29317.sg01,6,IV-Sent. particular:,"Gesto, sinal","militar Cés. B. Gal. 2, 20, 1."
spatium,lilaLemma:125271,Faria,Faria1994.n29755.e01,Faria1994.n29755.sg01,7,III-Sent. figurado:,"Giro, revolução","dos astros Cíc. De Or. 3, 178."
orbis,lilaLemma:115196,Fonseca,Fonseca1798.n20482.e01,Fonseca1798.n20482.sg01,2,Virg.,globo terrestre.,
laus,lilaLemma:110103,Faria,Faria1994.n17749.e01,Faria1994.n17749.sg01,3,II-Daí,"Glória, honra, renome, reputação, estima, consideração","Cíc. Fam. 15. 6. 1; Cíc. Br. 279; Cíc. Of. 2, 47."
lux,lilaLemma:111048,Fonseca,Fonseca1798.n17556.e01,Fonseca1798.n17556.sg01,4,,"gloria, lustre, ornato.",
gloria,lilaLemma:104703,Faria,Faria1994.n13747.e01,Faria1994.n13747.sg01,4,II-Em sent. figurado:,"Glória, omamento, enfeite","Ov. A. Am. I, 290."
gloria,lilaLemma:104703,Faria,Faria1994.n13747.e01,Faria1994.n13747.sg01,1,I-Sent. próprio,"Glória, renome, fama, reputação, bom nome",Cíc. Br. 239.
gloria,lilaLemma:104703,Fonseca,Fonseca1798.n12878.e01,Fonseca1798.n12878.sg01,1,Cic.,"gloria, reputação, honra.",
egregius,lilaLemma:100716,Faria,Faria1994.n10800.e01,Faria1994.n10800.sg01,2,II-Daí,"Glorioso, honroso, favorável","Tác. Hist. 1, 15."
pulcher,lilaLemma:120421,Fonseca,Fonseca1798.n24608.e01,Fonseca1798.n24608.sg01,2,Virg.,"glorioso, que enche de gloria.",
ictus,lilaLemma:106103,Fonseca,Fonseca1798.n13862.e01,Fonseca1798.n13862.sg01,1,Cic.,"golpe, ferida.",
telum,lilaLemma:127750,Fonseca,Fonseca1798.n29930.e01,Fonseca1798.n29930.sg01,3,Virg.,"golpe, pancada de qualquer cousa.",
uulnus,lilaLemma:130964,Fonseca,Fonseca1798.n32362.e01,Fonseca1798.n32362.sg01,2,Virg.,"golpe, pancada que corta.",
ictus,lilaLemma:106103,Faria,Faria1994.n14839.e01,Faria1994.n14839.sg01,3,II-Sent.figurado:,Golpe. perigo,Cíc. Agr. 2. 8; Sên. Marc. 9. 5.
oculus,lilaLemma:114716,Fonseca,Fonseca1798.n20097.e01,Fonseca1798.n20097.sg01,3,Col.,"gomo, olho das vidas, das plantas, & c.",
laetus,lilaLemma:109739,Faria,Faria1994.n17469.e01,Faria1994.n17469.sg01,1,I-Sent. próprio língua rústica,"Gordo tratando-se de animais, do leite, da terra, fértil tratando-se das searas, bem tratado, nédio:",
plenus,lilaLemma:118143,Fonseca,Fonseca1798.n22772.e01,Fonseca1798.n22772.sg01,4,,"gordo, grosso, corpulento.",
gaudeo,lilaLemma:104365,Faria,Faria1994.n13511.e01,Faria1994.n13511.sg01,2,,"Gostar de, comprazer-se","Verg. G. 2, 181."
gaudium,lilaLemma:104369,Fonseca,Fonseca1798.n12628.e01,Fonseca1798.n12628.sg01,1,Cic.,"gosto, alegria, prazer.",
studium,lilaLemma:125889,Faria,Faria1994.n30178.e01,Faria1994.n30178.sg01,3,II-Sent. particular,"Gosto, amor por alguma coisa, inclinação, vontade, intenção, paixão","Cíc. Agr. 2, 95."
lacrima,lilaLemma:109669,Faria,Faria1994.n17406.e01,Faria1994.n17406.sg01,2,II-Donde:,Gota de goma que cai de certas plantas,Verg. G. 4. 160.
curo,lilaLemma:97341,Faria,Faria1994.n08438.e01,Faria1994.n08438.sg01,3,I-Na língua administrativa,"govemar, dirigir, administrar","Tác. An. 4, 36;"
potestas,lilaLemma:118652,Fonseca,Fonseca1798.n23178.e01,Fonseca1798.n23178.sg01,3,,"governador, Magistrado.",
prouincia,lilaLemma:120189,Fonseca,Fonseca1798.n24433.e01,Fonseca1798.n24433.sg01,2,,"governo, cargo, commissão, emprego, intendencia, officio, obrigação.",
fruor,lilaLemma:103882,Cardoso,Cardoso1570.n08460.e01,Cardoso1570.n08460.sg01,1,,gozar,
fruor,lilaLemma:103882,Velez,Velez1744.n1414.e01,Velez1744.n1414.sg01,1,,gozar,abl.
fruor,lilaLemma:103882,Fonseca,Fonseca1798.n12346.e01,Fonseca1798.n12346.sg01,1,Cic.,"gozar, usar de alguma cousa com gosto.",
gratia,lilaLemma:104869,Faria,Faria1994.n13884.e01,Faria1994.n13884.sg01,6,III-Sents.diversos:,"Graça, beleza, encanto, sabor agradável",Suet. Vito 3.
gratia,lilaLemma:104869,Fonseca,Fonseca1798.n13015.e01,Fonseca1798.n13015.sg01,1,Cic.,"graça, beneficio, favor.",
pax,lilaLemma:116322,Faria,Faria1994.n22577.e01,Faria1994.n22577.sg01,5,II-Sent. figurado:,"Graça, favor, benevolência, boa disposição",tratando-se dos deuses Cíc. Font. 30.
munus,lilaLemma:113061,Faria,Faria1994.n20002.e01,Faria1994.n20002.sg01,3,II-Sents. diversos:,"Graça, favor, obséquio, benefício",Cíc. Arch. 18.
gratia,lilaLemma:104869,Fonseca,Fonseca1798.n13015.e01,Fonseca1798.n13015.sg01,5,Ovid.,"graça, formosura, grandeza.",
magnus,lilaLemma:111319,Faria,Faria1994.n18730.e01,Faria1994.n18730.sg01,2,I-Daí,Grande,"como quantidade Cíc. Verr. 2, 176."
populus,lilaLemma:118463,Faria,Faria1994.n24590.e01,Faria1994.n24590.sg01,6,II-Sent. particular,"Grande agrupamento de pessoas, população, habitantes",Ter. Ad. 93.
magnus,lilaLemma:111319,Faria,Faria1994.n18730.e01,Faria1994.n18730.sg01,3,I-Daí,"Grande como força, alto, forte tratando-se da voz",Cíc. Caec. 92.
spatium,lilaLemma:125271,Faria,Faria1994.n29755.e01,Faria1994.n29755.sg01,4,I-Daí,"Grande dimensão, grandeza","Ov. Met. 11, 176."
magnus,lilaLemma:111319,Fonseca,Fonseca1798.n17680.e01,Fonseca1798.n17680.sg01,3,Virg.,grande em número.,
magnitudo,lilaLemma:111317,Faria,Faria1994.n18728.e01,Faria1994.n18728.sg01,2,I-Daí:,"Grande número, grande quantidade",Cíc. Amer. 20; Agr. 2. 95.
multitudo,lilaLemma:112987,Faria,Faria1994.n19950.e01,Faria1994.n19950.sg01,1,I-Sent. próprio,"Grande número, multidão, grande número de pessoas","Cíc. Verr. 5,87."
rex,lilaLemma:122013,Fonseca,Fonseca1798.n26126.e01,Fonseca1798.n26126.sg01,2,Hor.,grande senhor.,
ingens,lilaLemma:107799,Fonseca,Fonseca1798.n15195.e01,Fonseca1798.n15195.sg01,1,Cic.,"grande, consideravel, extraordinario, desmedido.",
uagus,lilaLemma:129502,Fonseca,Fonseca1798.n31118.e01,Fonseca1798.n31118.sg01,2,,"grande, copioso.",
magnus,lilaLemma:111319,Faria,Faria1994.n18730.e01,Faria1994.n18730.sg01,1,I-Sent. próprio,"Grande, elevado, vasto, abundante, espaçoso","Cíc. Nat. 2, 17."
ingens,lilaLemma:107799,Faria,Faria1994.n16027.e01,Faria1994.n16027.sg01,2,II-Sent. figurado,"Grande, notável, forte, poderoso, ingente",S. 11. 10. 216.
magnus,lilaLemma:111319,Fonseca,Fonseca1798.n17680.e01,Fonseca1798.n17680.sg01,1,Cic.,"grande, poderoso, illustre, excellente.",
longus,lilaLemma:110796,Faria,Faria1994.n18290.e01,Faria1994.n18290.sg01,2,I-Daí,"Grande, vasto",Hor. O. 3. 3. 37.
longe,lilaIpoLemma:25967,Faria,Faria1994.n18277.e01,Faria1994.n18277.sg01,4,II-Sent. figurado:,"Grandemente, muito:",
magnitudo,lilaLemma:111317,Faria,Faria1994.n18728.e01,Faria1994.n18728.sg01,6,III-Sent. moral:,"Grandeza de alma, elevação, nobreza",Cíc. Part. 77.
spatium,lilaLemma:125271,Fonseca,Fonseca1798.n28201.e01,Fonseca1798.n28201.sg01,4,Plin.,"grandeza, comprimento, extensaõ.",
magnitudo,lilaLemma:111317,Faria,Faria1994.n18728.e01,Faria1994.n18728.sg01,1,I-Sent. próprio,"Grandeza, grande extensão: volume, altura, largura, grossura",Cíc. Of. 1. 154; Cés. B. Civ. 1. 50.
magnitudo,lilaLemma:111317,Fonseca,Fonseca1798.n17677.e01,Fonseca1798.n17677.sg01,1,Cic.,grandeza.,
facio,lilaLemma:102758,Saraiva,Saraiva1910.xFacio,Saraiva1910.xFacio.sg01,5,,"grangear, alcançar, adquirir, obter;",
gratia,lilaLemma:104869,Fonseca,Fonseca1798.n13015.e01,Fonseca1798.n13015.sg01,3,,"gratidão, agradecimento, obrigação de hum beneficio.",
beneficium,lilaLemma:91483,Faria,Faria1994.n03997.e01,Faria1994.n03997.sg01,3,I-Donde,Gratificação,Cíc. Arch. 11.
gradus,lilaLemma:104801,Faria,Faria1994.n13823.e01,Faria1994.n13823.sg01,8,IV-Sent. figurado:,"Grau, categoria, classe","Ov. Met. 13, 143; Cíc. Of. I, 160; Cíc. Pomp. 61."
grauis,lilaLemma:104903,Faria,Faria1994.n13918.e01,Faria1994.n13918.sg01,5,II-Em particular:,"Grave, forte","tratando-se do som Quint. I, 5, 22."
grauis,lilaLemma:104903,Fonseca,Fonseca1798.n13041.e01,Fonseca1798.n13041.sg01,2,,"grave, serio, majestoso, de autoridade.",
tristis,lilaLemma:129020,Fonseca,Fonseca1798.n30836.e01,Fonseca1798.n30836.sg01,2,,"grave, severo.",
plenus,lilaLemma:118143,Faria,Faria1994.n24296.e01,Faria1994.n24296.sg01,4,"II-Daí, em sent. particular",Grávida,Cíc. Div. 1. 101.
onus,lilaLemma:115001,Faria,Faria1994.n21585.e01,Faria1994.n21585.sg01,2,"I-Daí, por eufemismo",Gravidez,"Ov. Am. 2, 13, I."
clamor,lilaLemma:94412,Faria,Faria1994.n06036.e01,Faria1994.n06036.sg01,2,II-Daí,Grito de guerra,"T. Lív. 4, 37, 9."
clamor,lilaLemma:94412,Faria,Faria1994.n06036.e01,Faria1994.n06036.sg01,1,I-Sent. próprio,"Grito, brado, clamor","do homem e dos animais Cíc. Flac. 15; Verg. G. 1, 362."
durus,lilaLemma:100319,Fonseca,Fonseca1798.n09577.e01,Fonseca1798.n09577.sg01,4,,"grosseiro, desalinhado.",
durus,lilaLemma:100319,Faria,Faria1994.n10535.e01,Faria1994.n10535.sg01,5,II-Sent. figurado:,"Grosseiro, sem arte","Quint. 8, 6, 62."
rus,lilaLemma:122296,Fonseca,Fonseca1798.n26412.e01,Fonseca1798.n26412.sg01,2,Hor.,"grosseria, rusticidade.",
cohors,lilaLemma:94751,Faria,Faria1994.n06343.e01,Faria1994.n06343.sg01,4,III-Na língua comum:,"Grupo, multidão, cortejo","Suet. Cal. 19, 2; A. Gél. 2, 18, 1."
insula,lilaLemma:108308,Faria,Faria1994.n16425.e01,Faria1994.n16425.sg01,2,II-Em sent. particular,"Grupos de casas, quarteirão","separado do resto da cidade por ruas, como que constituindo uma ilha Cíc. Verr. 4. 117."
praesidium,lilaLemma:119215,Faria,Faria1994.n25193.e01,Faria1994.n25193.sg01,2,I-Daí,"Guarda, escolta",Cíc. Amer. 13.
cura,lilaLemma:97301,Faria,Faria1994.n08397.e01,Faria1994.n08397.sg01,7,II-Sents. diversos:,"Guarda, guardador, vigia","Ov. Her. 1, 104."
custos,lilaLemma:97396,Faria,Faria1994.n08475.e01,Faria1994.n08475.sg01,1,I-Sent. próprio,"Guarda, guardião, guardiã, defensor, protetor","Cíc. Cat. 2, 27."
seruo,lilaLemma:124551,Cardoso,Cardoso1570.n22305.e01,Cardoso1570.n22305.sg01,1,,guardar,
differo,lilaLemma:99342,Faria,Faria1994.n09726.e01,Faria1994.n09726.sg01,3,Tr.-Daí:,"Guardar para mais tarde, diferir, adiar",Cíc. Amer. 26
recipio,lilaLemma:122390,Faria,Faria1994.n26895.e01,Faria1994.n26895.sg01,4,II-Sent. figurado:,"Guardar para si, tirar para si, reservar",Cal. Agr. 149. 2.
condo,lilaLemma:95677,Fonseca,Fonseca1798.n06094.e01,Fonseca1798.n06094.sg01,1,Cic.,"guardar, cobrir, esconder, occultar, encerrar.",
teneo,lilaLemma:127822,Faria,Faria1994.n31462.e01,Faria1994.n31462.sg01,4,A-Tr.-Daí:,"Guardar, conversar, observar","Cíc. Clu. 128; Cíc. Verr. pr. 13; Cíc. Phil. 1, 27."
teneo,lilaLemma:127822,Fonseca,Fonseca1798.n29988.e01,Fonseca1798.n29988.sg01,4,Cic.,"guardar, defender.",
compono,lilaLemma:95367,Faria,Faria1994.n06761.e01,Faria1994.n06761.sg01,2,I-Donde:,"Guardar, par de reserva","Verg. En. 8, 317."
seruo,lilaLemma:124551,Fonseca,Fonseca1798.n27605.e01,Fonseca1798.n27605.sg01,1,Cic.,"guardar, salvar, conservar, livrar, reservar, recuperar.",
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,3,,"guardar, ter em segredo;",
plenus,lilaLemma:118143,Faria,Faria1994.n24296.e01,Faria1994.n24296.sg01,8,III-Sent. figurado:,"Guarnecido, bem fornecido, abundante em, carregado de","Cíc. Verr. 2, 12."
praesidium,lilaLemma:119215,Fonseca,Fonseca1798.n23634.e01,Fonseca1798.n23634.sg01,1,Cic.,"guarnição, presidio.",
bellum,lilaLemma:91461,Faria,Faria1994.n03974.e01,Faria1994.n03974.sg01,1,I-Sent. próprio,Guerra,"Cíc. Verr. 5, 124."
bellum,lilaLemma:91461,Faria,Faria1994.n03974.e01,Faria1994.n03974.sg01,4,II-Subs. pr.,Guerra,"divindade Verg. En. 1, 294."
bellum,lilaLemma:91461,Faria,Faria1994.n10465.e01,Faria1994.n10465.sg01,1,= bellum.,"Guerra, combate","Hor. O. 3, 5, 38."
bellum,lilaLemma:91461,Fonseca,Fonseca1798.n09496.e01,Fonseca1798.n09496.sg01,1,Cic.,"guerra, combate.",
arma,lilaLemma:89998,Fonseca,Fonseca1798.n02337.e01,Fonseca1798.n02337.sg01,2,Virg.,"guerra, combate.",
bellum,lilaLemma:91461,Fonseca,Fonseca1798.n03169.e01,Fonseca1798.n03169.sg01,1,Cic.,"guerra, estado ou tempo de guerra.",
dux,lilaLemma:100327,Velez,Velez1744.n1129.e01,Velez1744.n1129.sg01,1,,"guia, Capitaõ, Duque, ou Duqueza, etc",
deduco,lilaLemma:98210,Fonseca,Fonseca1798.n07849.e01,Fonseca1798.n07849.sg01,1,Caes.,"guiar para baixo, tirar do seu lugar.",
duco,lilaLemma:100196,Fonseca,Fonseca1798.n09480.e01,Fonseca1798.n09480.sg01,1,Cic.,"guiar, conduzir.",
fero,lilaLemma:103126,Saraiva,Saraiva1910.xFero,Saraiva1910.xFero.sg01,13,,"guiar, levar, conduzir;",
duco,lilaLemma:100196,Velez,Velez1744.n1119.e01,Velez1744.n1119.sg01,1,,"guiar, ou trazer, ou levar guiando, governar",
duco,lilaLemma:100196,Cardoso,Cardoso1570.n06388.e01,Cardoso1570.n06388.sg01,1,,guiar. ou cuydar,
