lemma,prefix,fullEntry
sum,Cardoso,<b>Sum</b> -<b>es</b> <b>fui</b>   <p> <b>1</b> &ensp; ser. ou estar. ou têr. ou estimar. ou auer mister </p>
sumen,Cardoso,<b>Sumen</b> <b>inis</b>
super2,Cardoso,<b>Super</b>
supero,Cardoso,<b>Supero</b> -<b>as</b> -<b>aui</b>
superstitiosus,Cardoso,<b>Superstitiosus</b> -<b>a</b> <b>um</b>
super,Cardoso,<b>Superus</b> -<b>a</b> <b>um</b>   <p> <b>1</b> &ensp; cousa de cima </p>
supinus,Cardoso,<b>Supinus</b> -<b>a</b> <b>um</b>
supparus,Cardoso,<b>Supparus</b> <b>i</b>
suspirium,Cardoso,<b>Suspirium</b> <b>ij</b>
suus,Cardoso,<b>Suus</b> -<b>a</b> <b>um</b>   <p> <b>1</b> &ensp; cousa sua. ou propria </p>
symbolum,Cardoso,<b>Symbolum</b> <b>i</b>
synthesis,Cardoso,<b>Synthesis</b> <b>is</b>
syrma,Cardoso,<b>Syrma</b> -<b>atos</b>
tam,Cardoso,<b>Tam</b> <br> <small>coniunctio.</small>   <p> <b>1</b> &ensp; tanto </p>
tamen,Cardoso,<b>Tamen</b> <br> <small>dictio aduersatiua.</small>   <p> <b>1</b> &ensp; com tudo </p>
tantus,Cardoso,<b>Tantus</b> -<b>a</b> <b>um</b>   <p> <b>1</b> &ensp; cousa tanta. ou tã grãde </p>
taura,Cardoso,<b>Taurea</b> -<b>eae</b>
taxillus,Cardoso,<b>Taxillus</b> <b>i</b>
tu,Cardoso,<b>Tecum</b> <br> <small>aduerb.</small>   <p> <b>1</b> &ensp; contigo </p>
telamon,Cardoso,<b>Telamon</b> <b>onis</b>
tempus,Cardoso,<b>Tempus</b> <b>oris</b>   <p> <b>1</b> &ensp; ho tempo </p>
tendo,Cardoso,<b>Tendo</b> <b>is</b>
teneo,Cardoso,<b>Teneo</b> -<b>es</b>   <p> <b>1</b> &ensp; ter. ou possuir. ou entẽder </p>
ter,Cardoso,<b>Ter</b>
ternio,Cardoso,<b>Ternio</b> <b>onis</b>
terra,Cardoso,<b>Terra</b> -<b>ae</b>   <p> <b>1</b> &ensp; a terra </p>
tessera,Cardoso,<b>Tessera</b> -<b>ae</b>
togatus,Cardoso,<b>Togatus</b> -<b>a</b> <b>um</b>
tollo,Cardoso,<b>Tollo</b> <b>is</b>
tomentum,Cardoso,<b>Tomentum</b> <b>i</b>
tomix,Cardoso,<b>Tomix</b> <b>icis</b>
tonsilla,Cardoso,<b>Tonsilla</b> -<b>ae</b>
tonus,Cardoso,<b>Tonus</b> <b>i</b>
topiarius,Cardoso,<b>Topiarius</b> -<b>a</b> <b>um</b>
toral,Cardoso,<b>torale</b> -<b>alis</b>
tormentum,Cardoso,<b>Tormentum</b> <b>i</b>
torques,Cardoso,<b>torques</b>
totus,Cardoso,<b>Totus</b> -<b>a</b> <b>um</b>   <p> <b>1</b> &ensp; todo. ou toda </p>
transenna,Cardoso,<b>transenna</b> -<b>ae</b>
thrips,Cardoso,<b>trips</b>
tropaeum,Cardoso,<b>trophaeum</b> <b>i</b>
truncus,Cardoso,<b>Truncus</b> <b>i</b>
tu,Cardoso,<b>Tu</b> <br> <small>pronomen.</small>   <p> <b>1</b> &ensp; tu </p>
tum,Cardoso,<b>Tum</b> <br> <small>aduerb.</small>   <p> <b>1</b> &ensp; entonces </p>
tumultuarius,Cardoso,<b>Tumultuarius</b> -<b>a</b> <b>um</b>
tympanum,Cardoso,<b>Tympanum</b> <b>i</b>
tympanum,Cardoso,<b>Tympanum</b> <b>i</b>
tympanum,Cardoso,<b>Tympanum</b> <b>i</b>
uomer,Cardoso,<b>uomis</b> <b>uomeris</b>
uaco,Cardoso,<b>Vaco</b> -<b>as</b>
uaco,Cardoso,<b>Vaco</b> -<b>as</b>
uadum,Cardoso,<b>Vadum</b> <b>i</b>
uagio,Cardoso,<b>Vagio</b> <b>is</b>
uappa,Cardoso,<b>Vappa</b> -<b>ae</b>
uarius,Cardoso,<b>Varius</b> -<b>a</b> <b>um</b>
uarus2,Cardoso,<b>Varus</b> <b>i</b>
uates,Cardoso,<b>Vates</b> <b>is</b>
ubi,Cardoso,<b>Vbi</b>   <p> <b>1</b> &ensp; onde. ou tanto que. ou quando </p>
uel,Cardoso,<b>Vel</b> <br> <small>aduer.</small>   <p> <b>1</b> &ensp; ou </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>uel ego <br> uel tu </p>
uel,Cardoso,<b>Vel</b>
uelabrum,Cardoso,<b>Velabrum</b> <b>i</b>
uelut,Cardoso,<b>veluti</b> <br> <small>cõiunctio.</small>
uenenum,Cardoso,<b>Venenum</b> <b>i</b>
uenio,Cardoso,<b>Venio</b> <b>is</b> <b>ueni</b> <b>uentum</b>   <p> <b>1</b> &ensp; vir. ou ir </p>
uentriculus,Cardoso,<b>Ventriculus</b> <b>i</b>
Uenus,Cardoso,<b>Venus</b> -<b>eris</b>
uerbum,Cardoso,<b>Verbum</b> <b>i</b>   <p> <b>1</b> &ensp; a palaura </p>
uero,Cardoso,<b>Vero</b> <br> <small>coniunctio.</small>   <p> <b>1</b> &ensp; porem </p>
uerpus,Cardoso,<b>Verpus</b> <b>i</b>
uertex,Cardoso,<b>Vertex</b> <b>icis</b>
uertex,Cardoso,<b>Vertex</b> <b>icis</b>
uescus,Cardoso,<b>Vescus</b> -<b>a</b> <b>um</b>
uester,Cardoso,<b>Vester</b> -<b>a</b> <b>um</b>   <p> <b>1</b> &ensp; cousa vosa </p>
uideo,Cardoso,<b>Video</b> -<b>es</b> -<b>di</b> <b>sum</b>   <p> <b>1</b> &ensp; ver </p>
uinco,Cardoso,<b>Vinco</b> <b>is</b>   <p> <b>1</b> &ensp; vencer. ou ganhar em ho iogo </p>
uindico,Cardoso,<b>vindico</b>
uir,Cardoso,<b>Vir</b> <b>uiri</b>   <p> <b>1</b> &ensp; ho varão </p>
uir,Cardoso,<b>Vir</b> <b>viri</b>
uirtus,Cardoso,<b>Virtus</b> <b>virtutis</b>   <p> <b>1</b> &ensp; a virtude. ou valẽtia </p>
uis,Cardoso,<b>Vis</b> <b>vim</b>   <p> <b>1</b> &ensp; força </p>
uita,Cardoso,<b>Vita</b> -<b>ae</b>   <p> <b>1</b> &ensp; a vida </p>
uitilitigator,Cardoso,<b>Vitiligator</b> <b>oris</b>
uiuo,Cardoso,<b>Viuo</b> <b>is</b> <b>vixi</b> <b>victum</b>   <p> <b>1</b> &ensp; viuer </p>
uiuo,Cardoso,<b>Vixerunt</b>   <p> <b>1</b> &ensp; <small>Isto diremos aos defuntos como disse Cicero pelos esconjurados que elle enforcou.</small> </p>
ullus,Cardoso,<b>Vllus</b> -<b>a</b> <b>um</b>   <p> <b>1</b> &ensp; algum </p>
ulna,Cardoso,<b>Vlna</b> -<b>ae</b>
undequadragesimus,Cardoso,<b>Vndequadragesimus</b> -<b>a</b> <b>um</b>
undequadragiens,Cardoso,<b>Vndequadragies</b> <br> <small>aduer.</small>
undeseptuagies,Cardoso,<b>Vndeseptuagies</b> <br> <small>aduer.</small>
undesexagies,Cardoso,<b>Vndesexagies</b> <br> <small>aduer.</small>
undetricies,Cardoso,<b>Vndetricies</b> <br> <small>aduer.</small>
undeuicies,Cardoso,<b>Vndeuicies</b> <br> <small>aduer.</small>
unicornis,Cardoso,<b>Vnicornis</b> <b>is</b>
unus,Cardoso,<b>Vnus</b> -<b>a</b> <b>um</b>   <p> <b>1</b> &ensp; hum soo. ou primeyro </p>
uos,Cardoso,<b>Vobiscum</b> <br> <small>aduer.</small>   <p> <b>1</b> &ensp; cõ vosoutros </p>
uoco,Cardoso,<b>Voco</b> -<b>as</b>   <p> <b>1</b> &ensp; chamar </p>
uolo,Cardoso,<b>Volo</b> <b>uis</b> <b>uolui</b> <b>uolitum</b>   <p> <b>1</b> &ensp; querer </p>
uox,Cardoso,<b>Vox</b> <b>ocis</b>   <p> <b>1</b> &ensp; a voz </p>
urbs,Cardoso,<b>Vrbs</b> <b>is</b>   <p> <b>1</b> &ensp; a cidade </p>
usurarius,Cardoso,<b>Vsurarius</b> <b>ij</b>
usurarius,Cardoso,<b>Vsurarius</b> <b>ij</b>
ut,Cardoso,<b>Vt</b> <br> <small>coniunctio.</small>   <p> <b>1</b> &ensp; pera que </p>
ut2,Cardoso,<b>Vti</b> <br> <small>particula.</small>   <p> <b>1</b> &ensp; assi como </p>
uulua,Cardoso,<b>Vulua</b> -<b>ae</b>
