"lila_id","freq"
"http://lila-erc.eu/data/id/lemma/96151","3493"
"http://lila-erc.eu/data/id/lemma/87443","3483"
"http://lila-erc.eu/data/id/lemma/125027","3482"
"http://lila-erc.eu/data/id/lemma/113566","3457"
"http://lila-erc.eu/data/id/lemma/113901","3453"
"http://lila-erc.eu/data/id/lemma/118832","3451"
"http://lila-erc.eu/data/id/lemma/116020","3448"
"http://lila-erc.eu/data/id/lemma/91883","3407"
"http://lila-erc.eu/data/id/lemma/103696","3406"
"http://lila-erc.eu/data/id/lemma/97301","3403"
"http://lila-erc.eu/data/id/lemma/54349","3371"
"http://lila-erc.eu/data/id/lemma/96293","3362"
"http://lila-erc.eu/data/id/lemma/96035","3356"
"http://lila-erc.eu/data/id/lemma/95367","3339"
"http://lila-erc.eu/data/id/lemma/113490","3338"
"http://lila-erc.eu/data/id/lemma/136134","3324"
"http://lila-erc.eu/data/id/lemma/115330","3319"
"http://lila-erc.eu/data/id/lemma/118833","3295"
"http://lila-erc.eu/data/id/lemma/130035","3290"
"http://lila-erc.eu/data/id/lemma/113167","3289"
"http://lila-erc.eu/data/id/lemma/124355","3288"
"http://lila-erc.eu/data/id/lemma/106633","3286"
"http://lila-erc.eu/data/id/lemma/105968","3261"
"http://lila-erc.eu/data/id/lemma/99932","3247"
"http://lila-erc.eu/data/id/lemma/113794","3239"
"http://lila-erc.eu/data/id/lemma/124353","3219"
"http://lila-erc.eu/data/id/lemma/103880","3213"
"http://lila-erc.eu/data/id/lemma/121112","3202"
"http://lila-erc.eu/data/id/lemma/113061","3201"
"http://lila-erc.eu/data/id/lemma/66487","3174"
"http://lila-erc.eu/data/id/lemma/100627","3173"
"http://lila-erc.eu/data/id/lemma/121068","3163"
"http://lila-erc.eu/data/id/lemma/20293","3157"
"http://lila-erc.eu/data/id/lemma/88684","3154"
"http://lila-erc.eu/data/id/lemma/127617","3153"
"http://lila-erc.eu/data/id/lemma/113024","3145"
"http://lila-erc.eu/data/id/lemma/115903","3130"
"http://lila-erc.eu/data/id/lemma/89165","3126"
"http://lila-erc.eu/data/id/lemma/97622","3119"
"http://lila-erc.eu/data/id/lemma/124554","3110"
"http://lila-erc.eu/data/id/hypolemma/47567","3103"
"http://lila-erc.eu/data/id/lemma/112727","3099"
"http://lila-erc.eu/data/id/lemma/97250","3099"
"http://lila-erc.eu/data/id/lemma/118567","3094"
"http://lila-erc.eu/data/id/lemma/116322","3078"
"http://lila-erc.eu/data/id/lemma/121130","3077"
"http://lila-erc.eu/data/id/lemma/131339","3073"
"http://lila-erc.eu/data/id/lemma/130432","3066"
"http://lila-erc.eu/data/id/lemma/113502","3066"
"http://lila-erc.eu/data/id/lemma/113460","3063"
"http://lila-erc.eu/data/id/lemma/94695","3062"
"http://lila-erc.eu/data/id/lemma/68537","3048"
"http://lila-erc.eu/data/id/lemma/107914","3045"
"http://lila-erc.eu/data/id/lemma/130088","3032"
"http://lila-erc.eu/data/id/lemma/88060","3008"
"http://lila-erc.eu/data/id/lemma/113302","2995"
"http://lila-erc.eu/data/id/lemma/112335","2994"
"http://lila-erc.eu/data/id/lemma/113553","2983"
"http://lila-erc.eu/data/id/lemma/75761","2983"
"http://lila-erc.eu/data/id/lemma/96344","2978"
"http://lila-erc.eu/data/id/lemma/95164","2973"
"http://lila-erc.eu/data/id/lemma/109621","2967"
"http://lila-erc.eu/data/id/hypolemma/111489","2965"
"http://lila-erc.eu/data/id/lemma/114844","2957"
"http://lila-erc.eu/data/id/lemma/91483","2953"
"http://lila-erc.eu/data/id/lemma/101076","2925"
"http://lila-erc.eu/data/id/lemma/128591","2922"
"http://lila-erc.eu/data/id/lemma/108034","2918"
"http://lila-erc.eu/data/id/hypolemma/37092","2913"
"http://lila-erc.eu/data/id/lemma/91175","2912"
"http://lila-erc.eu/data/id/lemma/95456","2894"
"http://lila-erc.eu/data/id/lemma/98047","2883"
"http://lila-erc.eu/data/id/lemma/101865","2861"
"http://lila-erc.eu/data/id/lemma/119705","2856"
"http://lila-erc.eu/data/id/hypolemma/78827","2855"
"http://lila-erc.eu/data/id/hypolemma/57506","2855"
"http://lila-erc.eu/data/id/lemma/124494","2853"
"http://lila-erc.eu/data/id/lemma/120122","2852"
"http://lila-erc.eu/data/id/lemma/94399","2844"
"http://lila-erc.eu/data/id/lemma/99402","2843"
"http://lila-erc.eu/data/id/lemma/119325","2837"
"http://lila-erc.eu/data/id/lemma/120856","2821"
"http://lila-erc.eu/data/id/lemma/120930","2815"
"http://lila-erc.eu/data/id/lemma/103879","2810"
"http://lila-erc.eu/data/id/lemma/93415","2806"
"http://lila-erc.eu/data/id/lemma/122295","2802"
"http://lila-erc.eu/data/id/lemma/90802","2801"
"http://lila-erc.eu/data/id/lemma/108268","2793"
"http://lila-erc.eu/data/id/lemma/122463","2789"
"http://lila-erc.eu/data/id/lemma/119681","2788"
"http://lila-erc.eu/data/id/lemma/109132","2786"
"http://lila-erc.eu/data/id/lemma/87084","2784"
"http://lila-erc.eu/data/id/lemma/106965","2779"
"http://lila-erc.eu/data/id/hypolemma/43030","2779"
"http://lila-erc.eu/data/id/lemma/123480","2774"
"http://lila-erc.eu/data/id/hypolemma/111485","2767"
"http://lila-erc.eu/data/id/lemma/125889","2760"
"http://lila-erc.eu/data/id/lemma/87454","2759"
"http://lila-erc.eu/data/id/lemma/118010","2756"
"http://lila-erc.eu/data/id/lemma/117085","2756"
"http://lila-erc.eu/data/id/lemma/121069","2744"
