"lemma","Prosa histórica_Freq","Prosa histórica_NormFreq","Prosa filosófica_Freq","Prosa filosófica_NormFreq","Prosa oratória_Freq","Prosa oratória_NormFreq","Prosa epistolográfica_Freq","Prosa epistolográfica_NormFreq","Poesia lírica_Freq","Poesia lírica_NormFreq","Poesia didática_Freq","Poesia didática_NormFreq","Poesia trágica_Freq","Poesia trágica_NormFreq","Poesia épica_Freq","Poesia épica_NormFreq","Prosa ficcional_Freq","Prosa ficcional_NormFreq","genre_DP"
"dyrrachini",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"ecqui2",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"effusio",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"egnatius",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"eiectio",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Eleutherocilices",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"emporium",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"enuntiatio",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Epicrates",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"epigrammatum",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"epilogus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"epiroticus",0,0,0,0,0,0,3,0.794933623042476,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Epirus",0,0,0,0,0,0,31,8.21431410477225,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"epulo",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"erogo",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,1,2.24668613794653,0.853756269692989
"euanesco",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"euersus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Euphrates",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"exilis",0,0,0,0,0,0,1,0.264977874347492,1,0.84125515268781,0,0,1,0.868658790826963,0,0,0,0,0.788076577778856
"exinde",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"exoptatus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"exorabilis",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"expectatus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"expiscor",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"extremus",0,0,0,0,0,0,5,1.32488937173746,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"faba",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"facetia",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"fadius",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"faenum",0,0,0,0,0,0,1,0.264977874347492,1,0.84125515268781,0,0,0,0,0,0,1,2.24668613794653,0.812552211334149
"faex",0,0,0,0,0,0,2,0.529955748694984,1,0.84125515268781,1,0.848248367121893,0,0,0,0,0,0,0.787116409177409
"familiares",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"fascia",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"fasciculus",0,0,0,0,0,0,3,0.794933623042476,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"fastus2",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Fausta",0,0,0,0,0,0,2,0.529955748694984,1,0.84125515268781,0,0,0,0,0,0,0,0,0.82798076889747
"faustus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"fenestra",0,0,0,0,0,0,1,0.264977874347492,1,0.84125515268781,1,0.848248367121893,0,0,0,0,0,0,0.787116409177409
"fidius",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"filiolus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"firmanus",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"floccus",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"fluctuo",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"foede",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"fontius",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Formiae",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"formianus",0,0,0,0,0,0,17,4.50462386390736,1,0.84125515268781,0,0,0,0,0,0,0,0,0.82798076889747
"fretus3",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"frugalis",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"fucosus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"fucus2",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,1,1.93050193050193,0,0,0.85122932777799
"Funisulanus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"furnius",0,0,0,0,0,0,2,0.529955748694984,1,0.84125515268781,0,0,0,0,0,0,0,0,0.82798076889747
"furor2",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"gabinus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"gallia",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"gauius",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"gellius",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"geographia",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"glutinator",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"graece",0,0,0,0,0,0,4,1.05991149738997,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"gratus2",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Halimetus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Helonius",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"hercle",0,0,0,0,0,0,37,9.8041813508572,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"herma",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Hermathena",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Hermes",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Hermo",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"heros",0,0,0,0,0,0,2,0.529955748694984,1,0.84125515268781,0,0,0,0,1,1.93050193050193,0,0,0.81002526941915
"hierosolymarius",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"hilarus",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Hipparchus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Hirrus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"hirudo",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Historia",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"horridulus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Hortalus",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"hortensianus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Hortensius",0,0,0,0,0,0,15,3.97466811521238,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"hospita",0,0,0,0,0,0,1,0.264977874347492,1,0.84125515268781,0,0,0,0,0,0,0,0,0.82798076889747
"hostia",0,0,0,0,0,0,1,0.264977874347492,1,0.84125515268781,1,0.848248367121893,0,0,1,1.93050193050193,0,0,0.769160909699089
"hui",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"humaniter",0,0,0,0,0,0,4,1.05991149738997,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Hypsaeus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Ialysus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Iconium",0,0,0,0,0,0,3,0.794933623042476,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Ilium",0,0,0,0,0,0,1,0.264977874347492,2,1.68251030537562,1,0.848248367121893,5,4.34329395413482,1,1.93050193050193,0,0,0.760071891324166
"illiberaliter",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"impugnatio",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"incaute",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"inclamo",0,0,0,0,0,0,2,0.529955748694984,1,0.84125515268781,0,0,0,0,0,0,0,0,0.82798076889747
"incommoditas",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"inepte",0,0,0,0,0,0,1,0.264977874347492,1,0.84125515268781,0,0,0,0,0,0,0,0,0.82798076889747
"infimus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"ingenuitas",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"inhoneste",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"iniocunde",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"insuetus",0,0,0,0,0,0,1,0.264977874347492,0,0,1,0.848248367121893,1,0.868658790826963,0,0,0,0,0.788416276417635
"insulse",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"insulsitas",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"insumo",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"intemperies",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Interamna",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"intercalo",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"interregnum",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"introductio",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"intuor",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,1,0.868658790826963,0,0,0,0,0.829280636137696
"inuiso",0,0,0,0,0,0,5,1.32488937173746,0,0,0,0,1,0.868658790826963,0,0,0,0,0.829280636137696
"iocatio",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"ioculator",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"irritabilis",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"isauricus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Issus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Ister",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"italia",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"iuger",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Iuuentas",0,0,0,0,0,0,1,0.264977874347492,1,0.84125515268781,0,0,0,0,0,0,0,0,0.82798076889747
"lacerta",0,0,0,0,0,0,1,0.264977874347492,1,0.84125515268781,1,0.848248367121893,0,0,0,0,0,0,0.787116409177409
"laconicus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"laenius",0,0,0,0,0,0,5,1.32488937173746,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"lanista",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"lanterna",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Laodicea",0,0,0,0,0,0,12,3.1797344921699,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Larinum",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"lasciuus",0,0,0,0,0,0,1,0.264977874347492,3,2.52376545806343,1,0.848248367121893,1,0.868658790826963,0,0,0,0,0.747212218058796
"later",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"laterensis",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Laterium",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"laureola",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"lepide",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Lepta",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Leucata",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"librariolus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"librarius2",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"liceo",0,0,0,0,0,0,4,1.05991149738997,1,0.84125515268781,0,0,0,0,0,0,0,0,0.82798076889747
"ligur",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"lineus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"liquo",0,0,0,0,0,0,1,0.264977874347492,1,0.84125515268781,0,0,0,0,0,0,0,0,0.82798076889747
"lituus",0,0,0,0,0,0,1,0.264977874347492,1,0.84125515268781,0,0,1,0.868658790826963,0,0,0,0,0.788076577778856
"liuineius",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"lolium",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"lucesco",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"lucretius",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"lucrinensis",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"lurcho",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Luscus",0,0,0,0,0,0,1,0.264977874347492,1,0.84125515268781,0,0,0,0,0,0,0,0,0.82798076889747
"lustrum",0,0,0,0,0,0,2,0.529955748694984,1,0.84125515268781,0,0,1,0.868658790826963,0,0,0,0,0.788076577778856
"Lycaonia",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"lycaonius",0,0,0,0,0,0,1,0.264977874347492,0,0,1,0.848248367121893,0,0,0,0,0,0,0.828320467536249
"lycurgeus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Macro",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"maecius",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Magnes",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Maius",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"mansio",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"marianus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Maso",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"matinius",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"matutinus",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,1,0.868658790826963,0,0,0,0,0.829280636137696
"mediocre",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Megabocchus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"megaricus",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"meliuscule",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"mellitus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"membranula",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"mendose",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Menelaus",0,0,0,0,0,0,3,0.794933623042476,0,0,0,0,1,0.868658790826963,0,0,0,0,0.829280636137696
"menophilus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Messalla",0,0,0,0,0,0,15,3.97466811521238,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"messius",0,0,0,0,0,0,3,0.794933623042476,3,2.52376545806343,0,0,0,0,0,0,0,0,0.82798076889747
"met",0,0,0,0,0,0,4,1.05991149738997,0,0,0,0,0,0,0,0,3,6.74005841383959,0.853756269692989
"metellinus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"milia",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"millesimus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,1,0.868658790826963,0,0,0,0,0.829280636137696
"Minturnae",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"minturnensis",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"mirabiliter",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"misellus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"misso",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"missus2",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Moeragenes",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"mola",0,0,0,0,0,0,1,0.264977874347492,2,1.68251030537562,0,0,1,0.868658790826963,0,0,0,0,0.788076577778856
"Molo",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"mucia",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"mullus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"muro",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"musa",0,0,0,0,0,0,1,0.264977874347492,1,0.84125515268781,2,1.69649673424379,0,0,0,0,0,0,0.787116409177409
"musice",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"mustaceus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"myrothecium",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Mytilene",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"nares",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"nebulo",0,0,0,0,0,0,2,0.529955748694984,2,1.68251030537562,0,0,0,0,0,0,0,0,0.82798076889747
"neglegenter",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"negotiolum",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Nepos",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"neque2",0,0,0,0,0,0,14,3.70969024086489,0,0,0,0,0,0,0,0,4,8.98674455178612,0.853756269692989
"Nicanor",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Nigidius",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"nihil2",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"ninnius",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"nobilis2",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Nona",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"nugor",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"nullo",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"numerius",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Numestius",0,0,0,0,0,0,3,0.794933623042476,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"nummulus",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Nundina",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"obfirmatus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"obnuntiatio",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"obnuntio",0,0,0,0,0,0,3,0.794933623042476,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"obsecratio",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"obseruantia",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"occallesco",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"occulo",0,0,0,0,0,0,1,0.264977874347492,0,0,1,0.848248367121893,4,3.47463516330785,1,1.93050193050193,0,0,0.770460776939315
"occumbo",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,1,1.93050193050193,0,0,0.85122932777799
"oleo",0,0,0,0,0,0,2,0.529955748694984,5,4.20627576343905,0,0,0,0,0,0,0,0,0.82798076889747
"operor",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"opertum",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"opipare",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"optimas",0,0,0,0,0,0,3,0.794933623042476,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"optimas2",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"optio",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"oratiuncula",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"oratorius",0,0,0,0,0,0,3,0.794933623042476,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"orbita",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Orodes",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Osaces",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"paccianus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"paccius",0,0,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"pacificator",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"paciscor",0,0,0,0,0,0,2,0.529955748694984,0,0,2,1.69649673424379,1,0.868658790826963,0,0,0,0,0.788416276417635
"Pacorus",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"pactus2",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"Paetus",0,0,0,0,0,0,3,0.794933623042476,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"pagina",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"paginula",0,0,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.86918482725631
"palaestra",0,0,0,0,0,0,3,0.794933623042476,1,0.84125515268781,0,0,0,0,0,0,0,0,0.82798076889747
